course.canonical_course_id,course.course_id,course.course_name,course.course_num,course.dept_acro,course.dept_id,course.prof_id,course.prof_name,course.professor.dept_id,course.professor.name,course.professor.prof_id,course.professor.school_id,course.professor.teacher_id,course.resource_url,course.school_id,course.school_name,course.term,course.term_string,course.verified,course.year,course_id,db_filename,description,doc_date,document_pages.page_count,filehash,has_answers,is_featured,resource_url,title,total_views,type,type_ml,type_string,user_id,username,final_date,diff_days,avg_views
9283081,9283081,Intro to programming,125,EK,7718,112133,,0,,112133,35,,https://www.coursehero.com/sitemap/schools/35-Boston-University/courses/9283081-EK125/,35,Boston University,1,Fall,0,2018,9283081,35166399,"ENG EK 125Worksheet 10AName: Devin Bidstrup1) Write a function funthree that will print a box of characters. The function willalways receive as the first input argument the character to print. If there are only twoinput arguments, they will be the ch",11/4/18 19:46,4,cbff75f4b44278246fedb648955317f5987a67db,FALSE,FALSE,https://www.coursehero.com/file/35166399/WS10A-Adv-Fnsdoc/,WS10A_Adv_Fns.doc,385,,Assignment,,1.00E+14,dbids,3/5/24 10:00,1948,0.197638604
9283081,9283081,Intro to programming,125,EK,7718,112133,,0,,112133,35,,https://www.coursehero.com/sitemap/schools/35-Boston-University/courses/9283081-EK125/,35,Boston University,1,Fall,0,2018,9283081,34515408,"ENG EK 125Worksheet C Chapter 5CName: _The program from Worksheet C Chapter 5B, with your trav_and_print and count_elemsfunctions, will be your starting point.1) Modify your program in two ways: Add a just_checkin function that calls the trav_and_pr",10/20/18 16:51,5,f5fad8d76d36208d593646fe24b128a0936b5b53,TRUE,FALSE,https://www.coursehero.com/file/34515408/WS-C5C-Common-Operations-Linked-Listsdocx/,WS_C5C_Common_Operations_Linked_Lists.docx,364,homework,Assignment,Homework Help,1.00E+14,samuelbull2007,3/5/24 10:00,1963,0.185430464
9283081,9942960,Intro to programming,125,EK,7718,112133,,0,,112133,35,,https://www.coursehero.com/sitemap/schools/35-Boston-University/courses/9283081-EK125/,35,Boston University,3,Spring,0,2019,9942960,37221586,"ENG EK 125 Introduction to Programming for Engineers Spring 2019SYLLABUS(Classes and discussions listed; labs always follow classes)DateTopics=Week # 11/23Class 1: Introduction to EK 125; Introduction to MATLAB, Characters,Relational expressions ",1/26/19 23:50,3,0151bea2ebc990b2d0eb29ad813339d262b09939,FALSE,FALSE,https://www.coursehero.com/file/37221586/S19-EK-125-Syllabusdoc/,S19_EK_125_Syllabus.doc,259,notes,Syllabus,Notes,1.00E+14,leeje4,3/5/24 10:00,1865,0.138873995
9283081,9283081,Intro to programming,125,EK,7718,112133,,0,,112133,35,,https://www.coursehero.com/sitemap/schools/35-Boston-University/courses/9283081-EK125/,35,Boston University,1,Fall,0,2018,9283081,34515379,"ENG EK 125Worksheet C 2Name: _Section: _1) Write a single nested if-else statement that is equivalent to the following switchstatement:switch(count)cfw_case 1:case 2:printf(""small"");break;case 3:printf(""medium"");break;default:printf(""other",10/20/18 16:51,4,d9703bdad742a259bc2f9d8ac758f7a073ff678b,TRUE,FALSE,https://www.coursehero.com/file/34515379/WS-C2-Selection-Loopsdocx/,WS_C2_Selection_Loops.docx,241,,Assignment,,1.00E+14,samuelbull2007,3/5/24 10:00,1963,0.122771268
9283081,9283081,Intro to programming,125,EK,7718,112133,,0,,112133,35,,https://www.coursehero.com/sitemap/schools/35-Boston-University/courses/9283081-EK125/,35,Boston University,1,Fall,0,2018,9283081,34516470,"ENG EK 125Worksheet 9_10Name: Samuel Sze Tian Hong1) A file potfilenames.dat stores potential file names, one per line. The names do nothave any extension. Write a script that will print the names of the valid files, once theextension .dat has been a",10/20/18 16:51,4,0f620f20a89557693d18da75df54d6f2c0860211,TRUE,FALSE,https://www.coursehero.com/file/34516470/WS9-10-File-IO-Adv-Fnsdocx/,WS9_10_File_IO__Adv_Fns.docx,223,homework,Assignment,Homework Help,1.00E+14,samuelbull2007,3/5/24 10:00,1963,0.11360163
9283081,10604485,Intro to programming,125,EK,7718,112133,,0,,112133,35,,https://www.coursehero.com/sitemap/schools/35-Boston-University/courses/9283081-EK125/,35,Boston University,1,Fall,0,2017,10604485,41801043,"Chapter 6: MATLAB ProgramsPre Class 6B: Scope, persistent variables, Debugging, Code cells (Sec 6.4 -6.5)6.4 Variable scopeThe scope of any variable is the workspace in which it is valid.If a variable is defined in any function, it is a local variable",5/27/19 12:07,2,76a8fc06ba9a0572f2f15ad7a5a1232ca725bc61,FALSE,FALSE,https://www.coursehero.com/file/41801043/Pre-Class-6B-Scope-persistent-variables-Debugging-Code-cells-Sec-64-65-docx/,"Pre Class 6B- Scope, persistent variables, Debugging, Code cells (Sec 6.4 -6.5) .docx",191,notes,Notes,Notes,1.00E+14,SargentRose1576,3/5/24 10:00,1744,0.109518349
9283081,9283081,Intro to programming,125,EK,7718,112133,,0,,112133,35,,https://www.coursehero.com/sitemap/schools/35-Boston-University/courses/9283081-EK125/,35,Boston University,1,Fall,0,2018,9283081,34515357,ENG EK 125Worksheet C Chapter 5BName: Samuel Sze1) The following program will be your starting point. Type it in and execute it to makesure that you entered it correctly (note: there is no output yet).#include &lt;stdio.h&gt;#include &lt;stdlib.h&gt;typedef st,10/20/18 16:51,4,b651de417ac424bfc3e48c715f21437d3601c30d,TRUE,FALSE,https://www.coursehero.com/file/34515357/WS-C5B-Intro-Linked-Listsdocx/,WS_C5B_Intro_Linked_Lists.docx,170,homework,Code,Homework Help,1.00E+14,samuelbull2007,3/5/24 10:00,1963,0.08660214
9283081,28719360,Intro to programming,125,EK,7718,112133,,0,,112133,35,,https://www.coursehero.com/sitemap/schools/35-Boston-University/courses/9283081-EK125/,35,Boston University,3,Spring,0,2023,28719360,198674401,"1) Write a function that will receive as an input argument a temperature in degreesFahrenheit, and will return the temperature in both degrees Celsius and Kelvin. Theconversion factors are: C = (F - 32) * 5/9 and K = C + 273.15.2) Write a function that",4/9/23 21:36,6,b64cfd29e24cc304c2afbe06d4b6c1e897e4c881,TRUE,FALSE,https://www.coursehero.com/file/198674401/Chapter-6-MATLAB-Exercicespdf/,Chapter 6 - MATLAB Exercices.pdf,24,,Assignment,,1.00E+14,MasterRat1701,3/5/24 10:00,331,0.072507553
9283081,9942960,Intro to programming,125,EK,7718,112133,,0,,112133,35,,https://www.coursehero.com/sitemap/schools/35-Boston-University/courses/9283081-EK125/,35,Boston University,3,Spring,0,2019,9942960,28526218,"EK 125Programming for EngineersHomework 2 - Getting Started with UnixIntroductionThe first part of ENG EK 125 introduces basic programming concepts using MATLAB. In thesecond part of this course we will introduce C, first by reinforcing these same co",2/19/18 9:25,10,1c25cd99a5b6202d1509cb683ed81f028d1fd00c,TRUE,FALSE,https://www.coursehero.com/file/28526218/EK-125-Homework-2docx/,EK 125 Homework 2.docx,153,homework,Assignment,Homework Help,1.00E+14,BaronUniverse2310,3/5/24 10:00,2206,0.069356301
9283081,9283081,Intro to programming,125,EK,7718,112133,,0,,112133,35,,https://www.coursehero.com/sitemap/schools/35-Boston-University/courses/9283081-EK125/,35,Boston University,1,Fall,0,2018,9283081,35153609,"ENG EK 125Worksheet 5BName: Devin Bidstrup1) Trace this to figure out what the result will be, and then type it into MATLAB to verifythe results.count = 0;number = 8;while number &gt; 3fprintf('number is 0', number)number = number - 2;count = cou",11/4/18 13:20,7,58b96ef4832b8a3e0d61c75b7ecd69ea90b972cc,TRUE,FALSE,https://www.coursehero.com/file/35153609/WS5B-While-Vectorizingdoc/,WS5B_While_Vectorizing.doc,129,lab,Lab,Lab,1.00E+14,dbids,3/5/24 10:00,1948,0.066221766
9283081,14626294,,125,EK,7718,115875,Attaway,0,Attaway,115875,35,,https://www.coursehero.com/sitemap/schools/35-Boston-University/courses/9283081-EK125/,35,Boston University,1,Fall,0,2020,14626294,100937551,"ENG EK 125Exam #1 Study Session1) In the line under each of the following expressions, show what the MATLAB result would befor the expression. Assume that all expressions are typed SEQUENTIALLY. You do not have toshow var =, just the result.5/2_3 ^",7/19/21 15:00,7,a48a77b4e905fc7eeb948f2da68edfb71dc00a0b,TRUE,FALSE,https://www.coursehero.com/file/100937551/M-Exam-1-Study-Session-1doc/,M Exam 1 Study Session (1).doc,63,,Assignment,,1.00E+14,stkrainbow,3/5/24 10:00,960,0.065625
9283081,9942960,Intro to programming,125,EK,7718,112133,,0,,112133,35,,https://www.coursehero.com/sitemap/schools/35-Boston-University/courses/9283081-EK125/,35,Boston University,3,Spring,0,2019,9942960,33814679,"ENG EK 125Worksheet 3AName: _Instructions: Once you have tested each solution in MATLAB, cut and paste into thisWord document. For problems 6-8, make sure to save your scripts1. The input function can be used to enter a vector, e.g.&gt; vec = input('En",10/2/18 16:43,4,6ae1515a6d05c3b0d7e0fdeeac6861bd2859823b,TRUE,FALSE,https://www.coursehero.com/file/33814679/WS3A-Scripts-IO-Plots-1doc/,WS3A_Scripts_IO_Plots (1).doc,125,,Lab,,1.00E+14,sujmg72,3/5/24 10:00,1981,0.063099445
9283081,9283081,Intro to programming,125,EK,7718,112133,,0,,112133,35,,https://www.coursehero.com/sitemap/schools/35-Boston-University/courses/9283081-EK125/,35,Boston University,1,Fall,0,2018,9283081,55410857,"ENG EK 125WS Class 26 ReviewName: _Instructions: Do as many problems as you can; these are all good study problems. Then,spend the rest of the lab studying for the exam on Friday. Suggestion: work on linked listcodes, call-by-reference, and dynamic m",2/17/20 14:57,3,9e594d0e8c797614261eac9b0e31ed53a28600b5,TRUE,FALSE,https://www.coursehero.com/file/55410857/WS-Class-26-Review-2doc/,WS_Class_26_Review (2).doc,83,,Notes,,1.00E+14,LieutenantAtom7347,3/5/24 10:00,1478,0.056156969
9283081,9283081,Intro to programming,125,EK,7718,112133,,0,,112133,35,,https://www.coursehero.com/sitemap/schools/35-Boston-University/courses/9283081-EK125/,35,Boston University,1,Fall,0,2018,9283081,34517064,"ENG EK 125Worksheet C Chapter 3Name: Samuel SzeSection: _1) Write a program to initialize a one-dimensional array of 8 random numbers, and then Print all of the values from the array. Print the array values in reverse.2) Write your own program to d",10/20/18 16:51,4,8ae560e90135c653ef06ff338e237c2780ad5fef,FALSE,FALSE,https://www.coursehero.com/file/34517064/WS-C3-Data-Structuresdocx/,WS_C3_Data_Structures.docx,109,homework,Assignment,Homework Help,1.00E+14,samuelbull2007,3/5/24 10:00,1963,0.055527254
9283081,9283081,Intro to programming,125,EK,7718,112133,,0,,112133,35,,https://www.coursehero.com/sitemap/schools/35-Boston-University/courses/9283081-EK125/,35,Boston University,1,Fall,0,2018,9283081,34518177,"ENG EK 125WS Class 25 ReviewName: Samuel SzeInstructions: Do as many problems as you can; these are all good study problems. Then,spend the rest of the lab studying for the exam on Friday. Suggestion: work on linked listcodes, call-by-reference, and ",10/20/18 16:51,4,2af2d3ec8e4a7274e32e569b755720c38cb8ab4b,TRUE,FALSE,https://www.coursehero.com/file/34518177/WS-Class-25-Reviewdocx/,WS_Class_25_Review.docx,107,notes,Notes,Notes,1.00E+14,samuelbull2007,3/5/24 10:00,1963,0.054508406
9283081,9942960,Intro to programming,125,EK,7718,112133,,0,,112133,35,,https://www.coursehero.com/sitemap/schools/35-Boston-University/courses/9283081-EK125/,35,Boston University,3,Spring,0,2019,9942960,25672254,"ENG EK 125 Fall 2017Sample Exam 1 Problem SOLUTIONS(These are from old exams)1) In the line under each of the following expressions, show what the MATLAB result would befor the expression. Assume that all expressions are typed SEQUENTIALLY. You do not",10/11/17 12:14,4,7239acaf0488437be0b510e9ade8d2b7511a93ef,TRUE,FALSE,https://www.coursehero.com/file/25672254/F17-Exam-1-Sample-Solutiondoc/,F17_Exam_1_Sample_Solution.doc,119,test_prep,Test,Test prep,1.00E+14,ChefHeat1633,3/5/24 10:00,2337,0.050919983
9283081,13787191,Intro to programming,125,EK,7718,112133,,0,,112133,35,,https://www.coursehero.com/sitemap/schools/35-Boston-University/courses/9283081-EK125/,35,Boston University,3,Spring,0,2020,13787191,59723458,"ENG EK 125 Spring 2019 Sample Exam # 2 ProblemsSOLUTION1) In the line under each of the following expressions, show what the MATLAB result would befor the expression. Assume that all expressions are typed SEQUENTIALLY. You do not have toshow ans =, ju",4/15/20 14:20,11,2d99ba8f9b8626ce64a02f2409ea48d8d4ac08f4,TRUE,FALSE,https://www.coursehero.com/file/59723458/Exam-2-Sample-Solutionsdoc/,Exam_2_Sample_Solutions.doc,67,,Test,,1.00E+14,yccui,3/5/24 10:00,1420,0.047183099
9283081,13787191,Intro to programming,125,EK,7718,112133,,0,,112133,35,,https://www.coursehero.com/sitemap/schools/35-Boston-University/courses/9283081-EK125/,35,Boston University,3,Spring,0,2020,13787191,59723227,"EK 125Programming for EngineersHomework 1 - Debugging in MATLABInstructionsDue date: Tuesday, February 19 (which is a Monday schedule day) in the beginning of yourlab sectionWork in groups of 2, preferably from the same lab sectionHand in one",4/15/20 14:20,3,4b2c2f0a3df025f826ee5bc289487c611241bdd0,FALSE,FALSE,https://www.coursehero.com/file/59723227/S19-EK-125-Homework-1pdf/,S19_EK_125_Homework_1.pdf,63,,Lab,,1.00E+14,yccui,3/5/24 10:00,1420,0.044366197
9283081,11574450,Intro to programming,125,EK,7718,112133,,0,,112133,35,,https://www.coursehero.com/sitemap/schools/35-Boston-University/courses/9283081-EK125/,35,Boston University,1,Fall,0,2019,11574450,52978331,"ENG EK 125 Fall 2019 Sample Exam # 2 ProblemsSOLUTION1) In the line under each of the following expressions, show what the MATLAB result would befor the expression. Assume that all expressions are typed SEQUENTIALLY. You do not have toshow ans =, just",1/7/20 21:16,11,f986892e49717dcf9944c45f58f09572bb02b336,TRUE,FALSE,https://www.coursehero.com/file/52978331/Exam-2-Sample-Solutions-1-docx/,Exam_2_Sample_Solutions__1_.docx,63,,Test,,1.00E+14,MRTejeda2222,3/5/24 10:00,1519,0.041474654
9283081,9283081,Intro to programming,125,EK,7718,112133,,0,,112133,35,,https://www.coursehero.com/sitemap/schools/35-Boston-University/courses/9283081-EK125/,35,Boston University,1,Fall,0,2018,9283081,34516419,"ENG EK 125Worksheet C Chapter 4BName: Samuel Sze1) For the following program, create a document that shows what the output would be,and also explains the output.#include &lt;stdio.h&gt;void printstuff(void);int calcans(int);void myfn(int *, int *);int ",10/20/18 16:50,3,9969ce99d220168d53099d6398b5f1c43deeb96b,TRUE,FALSE,https://www.coursehero.com/file/34516419/WS-C4B-Pointers-Call-by-Refdocx/,WS_C4B_Pointers_Call_by_Ref.docx,81,,Code,,1.00E+14,samuelbull2007,3/5/24 10:00,1963,0.041263372
9283081,13787191,Intro to programming,125,EK,7718,112133,,0,,112133,35,,https://www.coursehero.com/sitemap/schools/35-Boston-University/courses/9283081-EK125/,35,Boston University,3,Spring,0,2020,13787191,59006751,"ENG EK 125 Homework 4Spring 2020The purpose of this homework assignment is to get you thinking about analyzing datasets. You will use data from a course that is similar to EK 125 in that it has class and labattendance grades, quizzes, exams, and homew",4/6/20 18:39,1,f80e8bc32edc3fab5c014952b57b3c09e826e7a3,FALSE,FALSE,https://www.coursehero.com/file/59006751/S20-EK-125-Homework-4docx/,S20_EK_125_Homework_4.docx,53,,Assignment,,1.00E+14,janice12334,3/5/24 10:00,1429,0.037088873
9283081,9942960,Intro to programming,125,EK,7718,112133,,0,,112133,35,,https://www.coursehero.com/sitemap/schools/35-Boston-University/courses/9283081-EK125/,35,Boston University,3,Spring,0,2019,9942960,37907984,"ENG EK 125Worksheet 2Instructions: Test all of your solutions in MATLAB, and then cut and paste the MATLABexpression(s) that you used to solve these problems. In all cases, you should haveefficient solutions.1) Generate a random real number in the r",2/14/19 22:51,7,bab16c3280cc5238ca715d115111e6681413c4b0,TRUE,FALSE,https://www.coursehero.com/file/37907984/WS2doc/,WS2.doc,68,,Lab,,1.00E+14,erika123500312,3/5/24 10:00,1846,0.036836403
9283081,14626294,,125,EK,7718,115875,Attaway,0,Attaway,115875,35,,https://www.coursehero.com/sitemap/schools/35-Boston-University/courses/9283081-EK125/,35,Boston University,1,Fall,0,2020,14626294,138324703,"Getting Started with Unix &amp; Preparing for CIntroductionThe final third of this course introduces C, a powerful programming language which will be veryuseful in your future. C works a little different than what you have been exposed to withMATLAB so fa",3/26/22 18:51,11,b636c091f6ec46b1abcb4c386c763d80fe353125,FALSE,FALSE,https://www.coursehero.com/file/138324703/EK-125-UnixTerminal-Documentation-1docx/,EK 125 Unix&amp;Terminal Documentation (1).docx,26,,Other,,1.00E+14,ChiefBraveryGuineaPig18,3/5/24 10:00,710,0.036619718
