course.canonical_course_id,course.course_id,course.course_name,course.course_num,course.dept_acro,course.dept_id,course.prof_id,course.prof_name,course.professor.dept_id,course.professor.name,course.professor.prof_id,course.professor.school_id,course.professor.teacher_id,course.resource_url,course.school_id,course.school_name,course.term,course.term_string,course.verified,course.year,course_id,db_filename,description,doc_date,document_pages.page_count,filehash,has_answers,is_featured,resource_url,title,total_views,type,type_ml,type_string,user_id,username,final_date,diff_days,avg_views
248926,2040679,Engineering Mechanics I,301,EK,7718,489225,Bunch,0,Bunch,489225,35,,https://www.coursehero.com/sitemap/schools/35-Boston-University/courses/248926-EK301/,35,Boston University,1,Fall,0,2013,2040679,16792126,582.zDetermine the tensions in the cables and the components ofreaction acting on the smooth collar at A necessary to holdthe 50-lb sign in equilibrium. The center of gravity for thesign is at G.3 ftC2 ft4 ft2 ftESOLUTIONTDEBA3 ft221= ,10/14/16 13:18,6,0e88f756c755b92c436198e0c8d8e98231067663,TRUE,FALSE,https://www.coursehero.com/file/16792126/HW-6-Solutions3/,HW 6 Solutions(3),798,homework,Notes,Homework Help,1.00E+14,wardj96,3/5/24 10:00,2699,0.295665061
248926,2040679,Engineering Mechanics I,301,EK,7718,489225,Bunch,0,Bunch,489225,35,,https://www.coursehero.com/sitemap/schools/35-Boston-University/courses/248926-EK301/,35,Boston University,1,Fall,0,2013,2040679,16792117,*928.yLocate the centroid x of the area.2SOLUTIONy x3Differential Element: The differential element parallel to the y axis shown shadedin Fig. a will be considered. The area of the element is1m3dA = (y1 - y2) dx = (x2&gt;3- x3&gt;2y x2) dxx'Ce,10/14/16 13:18,7,aa2b75d46fba2134cee49b5b992a0511cf6a90b6,TRUE,FALSE,https://www.coursehero.com/file/16792117/HW-9-Solutions/,HW 9 Solutions,462,homework,Assignment,Homework Help,1.00E+14,wardj96,3/5/24 10:00,2699,0.171174509
248926,2040679,Engineering Mechanics I,301,EK,7718,489225,Bunch,0,Bunch,489225,35,,https://www.coursehero.com/sitemap/schools/35-Boston-University/courses/248926-EK301/,35,Boston University,1,Fall,0,2013,2040679,24813847,"ENG EK 301:Engineering Mechanics 1Straw Testing ReportFatimah AlowaPaul JohnsonLouis Phan1IntroductionThe goal of this truss design project is to gain experience and become more familiar withdesign, truss structure analysis, statistical analysis,",9/6/17 17:11,9,254e1184d08df9154086b705b134bf55401e2ea7,FALSE,FALSE,https://www.coursehero.com/file/24813847/ENG-EK-301-Straw-Test-Reportdocx/,ENG EK 301 Straw Test Report.docx,296,test_prep,Assignment,Test prep,1.00E+14,tweeeeeeeee,3/5/24 10:00,2372,0.124789207
248926,2040679,Engineering Mechanics I,301,EK,7718,489225,Bunch,0,Bunch,489225,35,,https://www.coursehero.com/sitemap/schools/35-Boston-University/courses/248926-EK301/,35,Boston University,1,Fall,0,2013,2040679,22354580,"EK 301: Problem Set #5DUE: IN CLASS, OCTOBER 8/9FOLLOW-UP QUIZ: OCTOBER 13/14Reading: Hibbeler, Chapter 5.1-5.3, 5.7Remember to: Draw out all free-body diagrams and show all steps. State the answer to three significant figures. Write your name, sta",4/26/17 23:51,6,6421d435e0f5b675001a5d95a6310815ad0792e5,TRUE,FALSE,https://www.coursehero.com/file/22354580/5-Solution/,5 Solution,301,,Test,,1.00E+14,STUDENT123498765,3/5/24 10:00,2505,0.120159681
248926,10445970,Engineering Mechanics I,301,EK,7718,489225,Bunch,0,Bunch,489225,35,,https://www.coursehero.com/sitemap/schools/35-Boston-University/courses/248926-EK301/,35,Boston University,3,Spring,0,2019,10445970,26682739,"EK 301: Truss Design Project DescriptionFall 20171OverviewMemo from Washington Roebling, Chief Engineer of design and construction of the Brooklyn Bridge, to his assistant:There are so many points to be considered, so many conflicting interests to be",11/18/17 20:46,33,dd2f8705faf590e1a731c1d3eaa310cfc8f84fcc,FALSE,FALSE,https://www.coursehero.com/file/26682739/ProjectManual-F171pdf/,ProjectManual_F17(1).pdf,207,lab,Assignment,Lab,1.00E+14,raybans19,3/5/24 10:00,2299,0.090039147
248926,9944937,Engineering Mechanics I,301,EK,7718,489225,Bunch,0,Bunch,489225,35,,https://www.coursehero.com/sitemap/schools/35-Boston-University/courses/248926-EK301/,35,Boston University,3,Spring,0,2017,9944937,37916413,"I. IntroductionThe first step to designing and constructing a truss that can hold maximum load is tounderstand the physical properties and strength of the materials. In order to do so, a straw testwas conducted to determine the buckling strength and ma",2/15/19 8:55,13,f5869de9ac22d4997600d6ec673d5f456f7dc255,TRUE,FALSE,https://www.coursehero.com/file/37916413/EK301-Straw-Testing-Reportpdf/,EK301 - Straw Testing Report.pdf,162,lab,Notes,Lab,1.00E+14,grad-red-20,3/5/24 10:00,1845,0.087804878
248926,2040679,Engineering Mechanics I,301,EK,7718,489225,Bunch,0,Bunch,489225,35,,https://www.coursehero.com/sitemap/schools/35-Boston-University/courses/248926-EK301/,35,Boston University,1,Fall,0,2013,2040679,9550192,"Boston University ENG EK 301: Engineering Mechanics IINFORMATION SHEET FOR FALL 2013INSTRUCTORSProf. J. Scott BunchSections A1, A5E-mail: bunch@bu.eduPhone: (617) 353-7706Office: ENG 404Office hrs: Monday 2-4pm, and by appt.Prof. J. Gregory McDan",6/23/14 22:50,5,cd31e4a00004da8824c0ee2f84d2a642983d1789,FALSE,FALSE,https://www.coursehero.com/file/9550192/EK301-F13-Syllabus-All-Sections/,EK301-F13-Syllabus-All-Sections,235,notes,Syllabus,Notes,1.00E+14,dannybrown,3/5/24 10:00,3543,0.066327971
248926,10445970,Engineering Mechanics I,301,EK,7718,489225,Bunch,0,Bunch,489225,35,,https://www.coursehero.com/sitemap/schools/35-Boston-University/courses/248926-EK301/,35,Boston University,3,Spring,0,2019,10445970,26012207,"BOSTON UNIVERSITYCollege of EngineeringEK 301 Engineering Mechanics IFinal Exam: 19 December 2011Name:Student ID #:Section:READ THIS BEFORE YOU START: You have two hours to complete the exam. Print your name, section, and problem number at the to",10/23/17 15:17,18,8529f7f2bf4dbabb2e054d9e2281efac60e0dd1b,TRUE,FALSE,https://www.coursehero.com/file/26012207/FInalExamPracticepdf/,FInalExamPractice.pdf,149,test_prep,Test,Test prep,1.00E+14,opstoddard,3/5/24 10:00,2325,0.064086022
248926,4591678,Engineering Mechanics I,301,EK,7718,489225,Bunch,0,Bunch,489225,35,,https://www.coursehero.com/sitemap/schools/35-Boston-University/courses/248926-EK301/,35,Boston University,1,Fall,0,2015,4591678,41037258,"EK 301: Truss Design Project DescriptionFall 20151OverviewWorking in teams of three students within your section, you will design, construct, and test a simple planar trussmade from soda straws (structural members), foam core gusset plates, and T-pi",5/4/19 23:41,33,1c8783505c5297586a12c715f8ca7e9cad763d39,TRUE,FALSE,https://www.coursehero.com/file/41037258/eng-ek-301ProjectManual-F15pdf/,eng ek 301ProjectManual_F15.pdf,83,lab,Notes,Lab,1.00E+14,PrivateSnowRook136,3/5/24 10:00,1767,0.046972269
248926,2040679,Engineering Mechanics I,301,EK,7718,489225,Bunch,0,Bunch,489225,35,,https://www.coursehero.com/sitemap/schools/35-Boston-University/courses/248926-EK301/,35,Boston University,1,Fall,0,2013,2040679,61946008,BOSTON UNIVERSITYCollege of EngineeringEK 301 Engineering Mechanics ITruss project computational method validation problemDetermine the loads in each of the members and whether they are in tension or compression.Analyze the loads yourselves using sta,5/14/20 12:39,1,762ab2ea97252833e8b98ad2c7d25dcd759ff23d,FALSE,FALSE,https://www.coursehero.com/file/61946008/TrussPracticeProblempdf/,TrussPracticeProblem.pdf,65,,Notes,,1.00E+14,fishyboi,3/5/24 10:00,1391,0.046728972
