course.canonical_course_id,course.course_id,course.course_name,course.course_num,course.dept_acro,course.dept_id,course.prof_id,course.prof_name,course.professor.dept_id,course.professor.name,course.professor.prof_id,course.professor.school_id,course.professor.teacher_id,course.resource_url,course.school_id,course.school_name,course.term,course.term_string,course.verified,course.year,course_id,db_filename,description,doc_date,document_pages.page_count,filehash,has_answers,is_featured,resource_url,title,total_views,type,type_ml,type_string,user_id,username,final_date,diff_days,avg_views
1518984,1955547,,120,EEE,161204,1033122,goryll,0,goryll,1033122,4361,,https://www.coursehero.com/sitemap/schools/4361-Arizona-State-University/courses/1518984-EEE120/,4361,Arizona State University,3,Spring,1,2014,1955547,219495348,"CSE/EEE 120 Capstone Design Project Fall 2023Bridge to Logictopia Project SummaryRead this entire specification carefully. Like a specification you will receive in industry, theinformation is spread out and not necessarily organized as you might expect",11/27/23 0:30,4,7f538c692cf4bfb611f88c285d9e4d44ab538137,FALSE,FALSE,https://www.coursehero.com/file/219495348/F23DesignProjectpdf/,F23DesignProject.pdf,217,assessment,Other,Assessment,1.00E+14,BailiffCranePerson1019,3/5/24 10:00,99,2.191919192
1786481,4612699,,120,EEE,365825,351620,,0,,351620,4361,,https://www.coursehero.com/sitemap/schools/4361-Arizona-State-University/courses/1786481-EEE120/,4361,Arizona State University,3,Spring,1,2015,4612699,12133655,"EEE 120Hardware Lab 4 Answer SheetCapstone Design ProjectNameTask 4-1: Design of Synchronous Sequential MachinesDesign #1 (Mealy machine): What assumptions did you make in the design of this machineIn the Mealy machine, all four D flip- flops have t",9/16/15 22:26,14,e9f2c18a0a18f3681fb27d73044f3aec385e0a1b,TRUE,FALSE,https://www.coursehero.com/file/12133655/Design-Project/, Design Project ,4218,lab,Lab,Lab,1.00E+14,iMuhammaDx,3/5/24 10:00,3093,1.363724539
1786481,4264937,,120,EEE,365825,351620,,0,,351620,4361,,https://www.coursehero.com/sitemap/schools/4361-Arizona-State-University/courses/1786481-EEE120/,4361,Arizona State University,3,Spring,1,2012,4264937,17923782,EEE 120Simulation Lab 4 Answer SheetThe MicroprocessorTask 4-1: Build the Brainless Central Processing UnitInclude a picture of your Logisim Brainless Central Processing Unit circuit here:1Task 4-2: Test and Control the Brainless Central Processing ,11/21/16 22:50,20,5e2f45c0f3e7f280ecf04ad1b710b019cc6dfa4b,TRUE,FALSE,https://www.coursehero.com/file/17923782/Lab-S4/,Lab_S4,3406,assignment,Lab,Assignment,1.00E+14,cinvoke2,3/5/24 10:00,2661,1.279969936
1786481,4264937,,120,EEE,365825,351620,,0,,351620,4361,,https://www.coursehero.com/sitemap/schools/4361-Arizona-State-University/courses/1786481-EEE120/,4361,Arizona State University,3,Spring,1,2012,4264937,29598098,Quiz 7 Latches and Flip FlopsQuestion 15 / 5 ptsThe waveforms below represent the inputs to a S-R flip-flop.During which time interval(s) will the Q output of the flip-flop beLOW?12 and 342Question 25 / 5 ptsIf the inputs of a J-K flip-flop ar,3/25/18 1:09,10,6d9c7d4ca856fd6daaa795f0014cc2c995e477ad,TRUE,FALSE,https://www.coursehero.com/file/29598098/Quiz-7-Latches-and-Flip-Flopsdocx/,Quiz 7 Latches and Flip Flops.docx,1902,test_prep,Test,Test prep,1.00E+14,ELI2198019,3/5/24 10:00,2172,0.875690608
1371440,1544586,Newtonian Mechanics,120,EEE,149003,1033122,goryll,0,goryll,1033122,4361,,https://www.coursehero.com/sitemap/schools/4361-Arizona-State-University/courses/1371440-EEE120/,4361,Arizona State University,1,Fall,1,2012,1544586,7343674,DE09DIGITALS ELECTRONICSTYPICAL QUESTIONS &amp; ANSWERSPART - IOBJECTIVE TYPE QUESTIONSEach Question carries 2 marks.Choose correct or the best alternative in the following:Q.1The NAND gate output will be low if the two inputs are(A) 00(B) 01(C) 10,12/4/12 14:13,157,ac69f42f8899cbe3c07062895f0f811ae444a627,TRUE,FALSE,https://www.coursehero.com/file/7343674/DE09-sol/,DE09_sol,3037,notes,Assignment,Notes,1.00E+14,rsrm55,3/5/24 10:00,4109,0.739109272
1415355,9780815,,120,EEE,365825,351620,,0,,351620,4361,,https://www.coursehero.com/sitemap/schools/4361-Arizona-State-University/courses/1415355-EEE120/,4361,Arizona State University,1,Fall,1,2019,9780815,34062514,EEE 120Simulation Lab 4 Answer SheetThe MicroprocessorTask 4-1: Build the Addressing LogicInclude a picture of your Logisim addressing logic circuit here:Table 4-1Input0000000100100011010001010110011110001001101010111100110111101111,10/8/18 19:56,16,b994f6564beaef58fb879cc3a71fccd57892f6e7,TRUE,FALSE,https://www.coursehero.com/file/34062514/SimulationLab-4doc/,SimulationLab_4.doc,1302,lab,Lab,Lab,1.00E+14,nasandamir,3/5/24 10:00,1975,0.659240506
1786481,4264937,,120,EEE,365825,351620,,0,,351620,4361,,https://www.coursehero.com/sitemap/schools/4361-Arizona-State-University/courses/1786481-EEE120/,4361,Arizona State University,3,Spring,1,2012,4264937,17923779,"EEE 120Hardware Lab 4 Answer SheetCapstone Design ProjectTask 4-1: Design of Synchronous Sequential MachinesDesign #1 (Mealy machine): What assumptions did you make in the design of this machine?_ First,when someone is done pumping gas, and the pump ",11/21/16 22:50,11,ee7c3d600854786b83da02b74cccb10a8ed9a97b,TRUE,FALSE,https://www.coursehero.com/file/17923779/Lab-H4/,Lab_H4,1583,lab,Lab,Lab,1.00E+14,cinvoke2,3/5/24 10:00,2661,0.594889139
1786481,4639847,Circuits 1,120,EEE,365825,351620,,0,,351620,4361,,https://www.coursehero.com/sitemap/schools/4361-Arizona-State-University/courses/1786481-EEE120/,4361,Arizona State University,1,Fall,1,2015,4639847,12338201,EEE 120Simulation Lab 3 Answer SheetArithmetic and Logic UnitName:Date: 09/19/2015Task 3-1: Build the NOT/NEG CircuitInclude a picture of your Logisim NOT/NEG circuit here:Table 1 lists the functionality of the NOT/NEG circuit based on the input co,10/8/15 11:53,8,070b1b591e1dd54ac06e515cc6ea7c9c006332c0,TRUE,FALSE,https://www.coursehero.com/file/12338201/SimulationLab3/,SimulationLab3,1703,lab,Lab,Lab,1.00E+14,aristotelian,3/5/24 10:00,3071,0.554542494
1415355,9780815,,120,EEE,365825,351620,,0,,351620,4361,,https://www.coursehero.com/sitemap/schools/4361-Arizona-State-University/courses/1415355-EEE120/,4361,Arizona State University,1,Fall,1,2019,9780815,29979622,EEE 120Simulation Lab 4 Answer SheetThe MicroprocessorName:Date:Task 4-1: Build the Addressing LogicInclude a picture of your Logisim addressing logic circuit here:Task 4-2: Build a 4-Bit ROM Memory CellInclude a picture of your Logisim 4-bit ROM ,4/8/18 22:04,16,7007e4d9094feafa603016417d190816bae503fd,TRUE,FALSE,https://www.coursehero.com/file/29979622/SimulationLab4pdf/,SimulationLab4.pdf,1122,lab,Lab,Lab,1.00E+14,shondsuperman21,3/5/24 10:00,2158,0.519925857
1786481,4639847,Circuits 1,120,EEE,365825,351620,,0,,351620,4361,,https://www.coursehero.com/sitemap/schools/4361-Arizona-State-University/courses/1786481-EEE120/,4361,Arizona State University,1,Fall,1,2015,4639847,12338200,EEE 120Hardware Lab 4 Answer SheetCapstone Design ProjectName:Task 4-1: Design of Synchronous Sequential MachinesDesign #1 (Mealy machine): What assumptions did you make in the design of this machine?Only binary data may act as inputs.There will be,10/8/15 11:53,13,1327262a0b9e110f14b1e52bd5b598c460cd0d0d,TRUE,FALSE,https://www.coursehero.com/file/12338200/HardwareLab4DesignProject/,HardwareLab4DesignProject,1581,lab,Lab,Lab,1.00E+14,aristotelian,3/5/24 10:00,3071,0.514816021
