course.canonical_course_id,course.course_id,course.course_name,course.course_num,course.dept_acro,course.dept_id,course.prof_id,course.prof_name,course.professor.dept_id,course.professor.name,course.professor.prof_id,course.professor.school_id,course.professor.teacher_id,course.resource_url,course.school_id,course.school_name,course.term,course.term_string,course.verified,course.year,course_id,db_filename,description,doc_date,document_pages.page_count,filehash,has_answers,is_featured,resource_url,title,total_views,type,type_string,user_id,username
251056,32320091,DATA STRUCTURES,225,CS,4513,287747,CindaHeeren,0,CindaHeeren,287747,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/251056-CS225/,779,"University of Illinois, Urbana Champaign",1,Fall,1,2023,32320091,213538484,/** @file quackfun.cpp* This is where you will implement the required functions for the* stacks and queues portion of the lab.*/using namespace std;namespace QuackFun {/** Sums items in a stack.* @param s A stack holding values to sum.* @return ,10/2/23 12:26,3,d2120096b9b67f6882f37917bf0b09380e9edb48,FALSE,FALSE,https://www.coursehero.com/file/213538484/quackfuncpp/,quackfun.cpp,0,,,1.00001E+14,ChancellorKnowledgeEchidna34
251056,32320091,DATA STRUCTURES,225,CS,4513,287747,CindaHeeren,0,CindaHeeren,287747,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/251056-CS225/,779,"University of Illinois, Urbana Champaign",1,Fall,1,2023,32320091,213530748,"#pragma once#include#include#include#include&lt;iterator&gt;&lt;stack&gt;""./binarytree.h""""TreeTraversal.h""using namespace std;/** A derived, templatized class for inorder traversal algorithms on trees.** Simulates an iterative traversal of a given tree u",10/2/23 12:24,2,43519c75202fd9f021ab089c3d37cbc6800ff786,FALSE,FALSE,https://www.coursehero.com/file/213530748/InorderTraversalh/,InorderTraversal.h,0,,,1.00001E+14,SuperOxideBee37
251056,32320091,DATA STRUCTURES,225,CS,4513,287747,CindaHeeren,0,CindaHeeren,287747,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/251056-CS225/,779,"University of Illinois, Urbana Champaign",1,Fall,1,2023,32320091,213530739,"/** @file binarytree_given.cpp* Definitions of some standard binary tree functions.** YOU WON'T NEED TO MODIFY THIS FILE.** In fact, you shouldn't have to read below this line. To see what the given* functions do, read the header file.*/#include ",10/2/23 12:24,3,24671cc415202e41c6fe6e1e0a42231174b9e9c4,FALSE,FALSE,https://www.coursehero.com/file/213530739/binarytree-givencpp/,binarytree_given.cpp,0,,,1.00001E+14,SuperOxideBee37
251056,32320091,DATA STRUCTURES,225,CS,4513,287747,CindaHeeren,0,CindaHeeren,287747,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/251056-CS225/,779,"University of Illinois, Urbana Champaign",1,Fall,1,2023,32320091,213530734,"#include &lt;iterator&gt;#include &lt;cmath&gt;#include#include#include#include&lt;list&gt;&lt;queue&gt;&lt;stack&gt;&lt;vector&gt;#include ""./cs225/PNG.h""#include ""./Point.h""#include ""ImageTraversal.h""#include ""BFS.h""using namespace std;using namespace cs225;/** Initialize",10/2/23 12:07,3,cedeaa6658def55305256341b59c0a0e898c9168,FALSE,FALSE,https://www.coursehero.com/file/213530734/BFScpp/,BFS.cpp,0,,,1.00001E+14,SuperOxideBee37
251056,32320091,DATA STRUCTURES,225,CS,4513,287747,CindaHeeren,0,CindaHeeren,287747,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/251056-CS225/,779,"University of Illinois, Urbana Champaign",1,Fall,1,2023,32320091,213530726,"/** @file ImageTraversal.h*/#pragma once#include &lt;iterator&gt;#include &lt;list&gt;#include ""./cs225/HSLAPixel.h""#include ""./cs225/PNG.h""#include ""./Point.h""using namespace std;using namespace cs225;/** A base class for traversal algorithms on images.",10/2/23 12:07,2,2bde13a05693e34cdefe5eb115958bad1324db16,FALSE,FALSE,https://www.coursehero.com/file/213530726/ImageTraversalh/,ImageTraversal.h,0,,,1.00001E+14,SuperOxideBee37
251056,32320091,DATA STRUCTURES,225,CS,4513,287747,CindaHeeren,0,CindaHeeren,287747,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/251056-CS225/,779,"University of Illinois, Urbana Champaign",1,Fall,1,2023,32320091,213530706,"#pragma once#include#include#include#include&lt;iterator&gt;&lt;stack&gt;""./binarytree.h""""TreeTraversal.h""using namespace std;/** A derived, templatized class for preorder traversal algorithms on trees.** Simulates an iterative traversal of a given tree ",10/2/23 12:24,2,549562a23e6f90146fb6001e91bb03b0061a5ed1,FALSE,FALSE,https://www.coursehero.com/file/213530706/PreorderTraversalh/,PreorderTraversal.h,0,,,1.00001E+14,SuperOxideBee37
251056,32320091,DATA STRUCTURES,225,CS,4513,287747,CindaHeeren,0,CindaHeeren,287747,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/251056-CS225/,779,"University of Illinois, Urbana Champaign",1,Fall,1,2023,32320091,213530690,"#include""abstractsyntaxtree.h""AbstractSyntaxTree: :AbstractSyntaxTree(typenamenode): BinaryTree&lt;std:string&gt;(node){ /* nothing */3BinaryTree&lt;std:string&gt;:Node*",10/2/23 12:24,1,622759259dad685f7c3722e3f5f0b830ec54f616,FALSE,FALSE,https://www.coursehero.com/file/213530690/abstractsyntaxtree-givencpp/,abstractsyntaxtree_given.cpp,0,,,1.00001E+14,SuperOxideBee37
251056,32320091,DATA STRUCTURES,225,CS,4513,287747,CindaHeeren,0,CindaHeeren,287747,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/251056-CS225/,779,"University of Illinois, Urbana Champaign",1,Fall,1,2023,32320091,213530685,"#include#include#include#include&lt;cmath&gt;&lt;iterator&gt;&lt;iostream&gt;&lt;list&gt;#include ""./cs225/HSLAPixel.h""#include ""./cs225/PNG.h""#include ""./Point.h""#include ""ImageTraversal.h""using namespace std;/** Calculates a metric for the difference between two ",10/2/23 12:07,3,4f1acb7b611df8179552691a5e976c9dda3753ad,FALSE,FALSE,https://www.coursehero.com/file/213530685/ImageTraversalcpp/,ImageTraversal.cpp,0,,,1.00001E+14,SuperOxideBee37
251056,32320091,DATA STRUCTURES,225,CS,4513,287747,CindaHeeren,0,CindaHeeren,287747,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/251056-CS225/,779,"University of Illinois, Urbana Champaign",1,Fall,1,2023,32320091,213530683,"#include &lt;iterator&gt;#include &lt;cmath&gt;#include#include#include#include&lt;list&gt;&lt;queue&gt;&lt;stack&gt;&lt;vector&gt;#include ""./cs225/PNG.h""#include ""./Point.h""#include ""ImageTraversal.h""#include ""DFS.h""using namespace std;/** Initializes a depth-first ImageTr",10/2/23 12:07,2,f68ced9c8cf6666268c1dd2a27bbe49b9d798ae3,FALSE,FALSE,https://www.coursehero.com/file/213530683/DFScpp/,DFS.cpp,0,,,1.00001E+14,SuperOxideBee37
251056,32320091,DATA STRUCTURES,225,CS,4513,287747,CindaHeeren,0,CindaHeeren,287747,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/251056-CS225/,779,"University of Illinois, Urbana Champaign",1,Fall,1,2023,32320091,213530636,"/** @file binarytree.cpp* Definitions of the binary tree functions you'll be writing for this lab.* You'll need to modify this file.*/#include ""TreeTraversals/InorderTraversal.h""#include &lt;iostream&gt;#include &lt;vector&gt;/** @return The height of the bi",10/2/23 12:24,4,071b2f8af99fb2ce2e723e2fd320c45319f48e13,FALSE,FALSE,https://www.coursehero.com/file/213530636/binarytreecpp/,binarytree.cpp,0,,,1.00001E+14,SuperOxideBee37
