course.canonical_course_id,course.course_id,course.course_name,course.course_num,course.dept_acro,course.dept_id,course.prof_id,course.prof_name,course.professor.dept_id,course.professor.name,course.professor.prof_id,course.professor.school_id,course.professor.teacher_id,course.resource_url,course.school_id,course.school_name,course.term,course.term_string,course.verified,course.year,course_id,db_filename,description,doc_date,document_pages.page_count,filehash,has_answers,is_featured,resource_url,title,total_views,type,type_string,user_id,username,final_date,diff_days,avg_views
256419,7295584,ece,210,ECE,10670,1907522,ece,0,ece,1907522,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/256419-ECE210/,779,"University of Illinois, Urbana Champaign",4,Summer,1,2016,7295584,24777003,"Net ID:Student Name:ECE210 LaboratoryPRE-LAB#1,Lab :Total :Semester:/24Pre-lab :/76/100Lab Section:Lab 1: RC-CircuitsOver the course of five laboratory sessions in ECE 210 you will build a working AM radio receiver that operateson the same ",9/4/17 22:49,9,20519076fe0b9c797939e55771905b83d435670d,TRUE,FALSE,https://www.coursehero.com/file/24777003/Summer16-ECE210-L1-solpdf/,Summer16_ECE210_L1_sol.pdf,1979,lab,Lab,1.00E+14,Colchicy,3/5/24 10:00,2374,0.833614153
256419,7295584,ece,210,ECE,10670,1907522,ece,0,ece,1907522,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/256419-ECE210/,779,"University of Illinois, Urbana Champaign",4,Summer,1,2016,7295584,24777088,"Net ID:Student Name:ECE210 LaboratoryPRE-LAB#3,/25Pre-lab :/58Lab :/83Total :Semester:Lab Section:Lab 3: Frequency Response and Fourier SeriesIn this lab you will build an active bandpass filter circuit with two capacitors and an op-amp, and",9/4/17 22:50,7,2df83c0e71d38fbf1c1feb1245271b07e237f95a,TRUE,FALSE,https://www.coursehero.com/file/24777088/summer16-ECE210-L3-solpdf/,summer16_ECE210_L3_sol.pdf,1747,lab,Lab,1.00E+14,Colchicy,3/5/24 10:00,2374,0.735888795
256419,4253458,ece,210,ECE,10670,1907522,ece,0,ece,1907522,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/256419-ECE210/,779,"University of Illinois, Urbana Champaign",3,Spring,1,2013,4253458,24777056,"Net ID:Student Name:ECE210 LaboratoryPRE-LAB#4,/20Pre-lab :/50Lab :/70Total :Semester:Lab Section:Lab 4: Fourier transform and AM radioIn Lab 4, you will finally connect all of your receiver components and tune an AM radio broadcast. You wil",9/4/17 22:53,7,6540d6ac1c5c10401e737f646a12b098ae4728c6,TRUE,FALSE,https://www.coursehero.com/file/24777056/summer16-ECE210-L4-solpdf/,summer16_ECE210_L4_sol.pdf,1093,lab,Lab,1.00E+14,Colchicy,3/5/24 10:00,2374,0.460404381
256419,9638896,Analog Signal Processing,210,ECE,10670,142608,,0,,142608,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/256419-ECE210/,779,"University of Illinois, Urbana Champaign",1,Fall,1,2019,9638896,36400204,"Net ID:Student Name:ECE210 LaboratoryPRE-LAB#5,Pre-lab :Lab :Total :Semester:/26/54/80Lab Section:Lab 5: Sampling, reconstruction, and software radioUntil this point, your study of signals and systems has concerned only the continuous-time c",12/11/18 22:36,9,25aa4a2261250814f4a9cd5f671728fc0a1f97a4,TRUE,FALSE,https://www.coursehero.com/file/36400204/lab5solnpdf/,lab5soln.pdf,714,lab,Lab,1.00E+14,cakfilip125,3/5/24 10:00,1911,0.373626374
256419,9638896,Analog Signal Processing,210,ECE,10670,142608,,0,,142608,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/256419-ECE210/,779,"University of Illinois, Urbana Champaign",1,Fall,1,2019,9638896,36400333,"Net ID:Student Name:ECE210 LaboratoryPRE-LAB#4,Pre-lab :/20Lab :/50Total :Semester:/70Lab Section:Lab 4: Fourier transform and AM radioIn Lab 4, you will finally connect all of your receiver components and tune an AM radio broadcast. You wil",12/11/18 22:42,7,80f5bf7e2f694866d4097222deda1dddda6269ce,TRUE,FALSE,https://www.coursehero.com/file/36400333/lab4solnpdf/,lab4soln.pdf,676,lab,Lab,1.00E+14,cakfilip125,3/5/24 10:00,1911,0.353741497
256419,4253458,ece,210,ECE,10670,1907522,ece,0,ece,1907522,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/256419-ECE210/,779,"University of Illinois, Urbana Champaign",3,Spring,1,2013,4253458,24777055,"Net ID:Student Name:ECE210 LaboratoryPRE-LAB#5,Lab :Total :Semester:/26Pre-lab :/54/80Lab Section:Lab 5: Sampling, reconstruction, and software radioUntil this point, your study of signals and systems has concerned only the continuous-time c",9/4/17 22:53,9,57af4dc816424c8a0b948a911b870bafe9dc6233,TRUE,FALSE,https://www.coursehero.com/file/24777055/summer16-ECE210-L5-solpdf/,summer16_ECE210_L5_sol.pdf,702,lab,Lab,1.00E+14,Colchicy,3/5/24 10:00,2374,0.295703454
256419,4253458,ece,210,ECE,10670,1907522,ece,0,ece,1907522,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/256419-ECE210/,779,"University of Illinois, Urbana Champaign",3,Spring,1,2013,4253458,16952002,"Net ID:Student Name:ECE210 LaboratoryPRE-LAB#2,Pre-lab :Lab :Total :Semester:/20/50/70Lab Section:aLab 2: Op-ampsLabs 2 and 3 study operational amplifiers, or op-amps. Op-amps were originally developed to implement mathematical operations i",10/19/16 16:12,7,0352de9fc416334ce0f6ffb2c8aecd67dd2cce51,TRUE,FALSE,https://www.coursehero.com/file/16952002/Lab-2/,Lab 2,694,lab,Lab,1.00E+14,abrown354,3/5/24 10:00,2694,0.257609503
256419,4572169,ANALOG SIGNALS AND SYSTEMS,210,ECE,10670,210674,STEVENLUMETTA,0,STEVENLUMETTA,210674,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/256419-ECE210/,779,"University of Illinois, Urbana Champaign",2,Winter,1,2015,4572169,11889758,"In recent years, there has been growing interest in the relationship betweenequality and personal achievement. Some people believe that individuals canachieve more in egalitarian societies. Others believe that high levels of personalachievement are pos",8/15/15 1:10,1,ff8ff93010a31bb3983ad9694e425e03ee19dc0f,TRUE,FALSE,https://www.coursehero.com/file/11889758/10-EQUALITY/,10. EQUALITY,698,notes,Notes,1.00E+14,anon_ch40949,3/5/24 10:00,3125,0.22336
256419,4363243,ece,210,ECE,10670,142608,,0,,142608,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/256419-ECE210/,779,"University of Illinois, Urbana Champaign",1,Fall,1,2014,4363243,10495711,"Net ID:ECE210 Laboratory,Pre-lab :/22Student Name:PRE-LAB#3Lab :Total :Semester:/58/80Lab Section:Lab 3: Frequency Response and Fourier SeriesIn this lab you will build an active bandpass lter circuit with two capacitors and an op-amp, and e",12/26/14 23:35,7,32db1756e9bf827b1c3744fe1d903bca628ef29e,FALSE,FALSE,https://www.coursehero.com/file/10495711/Fall14-ECE210-L3/,Fall14_ECE210_L3,595,lab,Lab,1.00E+14,PresidentHackerOyster1077,3/5/24 10:00,3357,0.177241585
256419,9638896,Analog Signal Processing,210,ECE,10670,142608,,0,,142608,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/256419-ECE210/,779,"University of Illinois, Urbana Champaign",1,Fall,1,2019,9638896,15779528,"Net ID:Student Name:ECE210 LaboratoryPRE-LAB#3,Pre-lab :Lab :/27/53Semester:Total :/80Lab Section:Lab 3: Frequency Response and Fourier SeriesIn this lab you will build an active bandpass filter circuit with two capacitors and an op-amp, and",8/31/16 14:40,7,00fa419bd6515c32acc43caf915b87f41c42213f,TRUE,FALSE,https://www.coursehero.com/file/15779528/Lab-3/,Lab 3,453,lab,Lab,1.00E+14,goonmack,3/5/24 10:00,2743,0.165147649
