course.canonical_course_id,course.course_id,course.course_name,course.course_num,course.dept_acro,course.dept_id,course.prof_id,course.prof_name,course.professor.dept_id,course.professor.name,course.professor.prof_id,course.professor.school_id,course.professor.teacher_id,course.resource_url,course.school_id,course.school_name,course.term,course.term_string,course.verified,course.year,course_id,db_filename,description,doc_date,document_pages.page_count,filehash,has_answers,is_featured,resource_url,title,total_views,type,type_string,user_id,username
329997,32380958,ECE 329,329,ECE,10670,122712,FRANKE,0,FRANKE,122712,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/329997-ECE329/,779,"University of Illinois, Urbana Champaign",1,Fall,1,2023,32380958,212934277,"ECE329 - Sum21,HE1Name:NetID:1. Two parts of this question are independent:/\f*4L/wya) Consider an infinite slab of width W = 4 m occupying the region |z| &lt; 2 m. The chargedensityoowithin the slab is p = 4 C/m? and it is zero outside the slab",9/25/23 18:58,3,8ce3ba1ed2301669519731b0b5f9d234ddec2af6,TRUE,FALSE,https://www.coursehero.com/file/212934277/329sum21he1solpdf/,329sum21he1sol.pdf,0,,,1.00001E+14,MegaTeam11645
329997,32380958,ECE 329,329,ECE,10670,122712,FRANKE,0,FRANKE,122712,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/329997-ECE329/,779,"University of Illinois, Urbana Champaign",1,Fall,1,2023,32380958,212934259,ECE 329Midterm 1FormulasVECTOR CALCULUSA=Axx+Ayy+zA=x( Ay A=0f = x f f fx + yy + zzAzzAyz )x+ y( Az Azx )+ z(AyxAxy )    A = (  A)  2 A  f = 0FIELD LAWSF = q(E ,9/25/23 18:58,1,e7faf4935dd7be86f0c759dd6d34ca6d2e0fa980,FALSE,FALSE,https://www.coursehero.com/file/212934259/329fa23-mid1-formulapdf/,329fa23_mid1_formula.pdf,0,,,1.00001E+14,MegaTeam11645
329997,32380958,ECE 329,329,ECE,10670,122712,FRANKE,0,FRANKE,122712,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/329997-ECE329/,779,"University of Illinois, Urbana Champaign",1,Fall,1,2023,32380958,212934139,"ECE 329 - Sum22, HE1Name:NetID:1. Three parts of this question are independent:a) Electrostatic elds of point and line charges:i. (5 pts) A point charge Q is located at (x, y, z) = (1, 0, 0) m and causes a eld E = xA(where A is some positive re",9/25/23 18:58,3,901a521d6458a64debbeec55c355fc7cbaf4805f,FALSE,FALSE,https://www.coursehero.com/file/212934139/329sum22he1solpdf/,329sum22he1sol.pdf,0,,,1.00001E+14,MegaTeam11645
329997,32380958,ECE 329,329,ECE,10670,122712,FRANKE,0,FRANKE,122712,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/329997-ECE329/,779,"University of Illinois, Urbana Champaign",1,Fall,1,2023,32380958,212934081,"ECE 329 - Sum20, HE1Name:1. Two parts of this question are independent:Shucheu WuNetID:Sul 8a) (10 pts) Two unknown charges, Q1 and Q2 are locatedat (x, y, z) =(1, 0, 0) and (-1, 0, 0),Rrespectively, as shown below. The displacement flux yz plane",9/25/23 18:58,3,4d70d9bcd6d76e7a5c7f6d65bba4c4664517bb60,FALSE,FALSE,https://www.coursehero.com/file/212934081/329sum20he1solpdf/,329sum20he1sol.pdf,0,,,1.00001E+14,MegaTeam11645
329997,28250939,ECE 329,329,ECE,10670,122712,FRANKE,0,FRANKE,122712,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/329997-ECE329/,779,"University of Illinois, Urbana Champaign",3,Spring,1,2023,28250939,197708875,"ECE 329 - Sum20, HE1Name:1. Two parts of this question are independent:Shucheu WuNetID:Sul 8a) (10 pts) Two unknown charges, Q1 and Q2 are locatedat (x, y, z) =(1, 0, 0) and (-1, 0, 0),Rrespectively, as shown below. The displacement flux yz plane",4/1/23 22:50,3,48a3321aa8ecfcd937d26163d577bf73631b60ce,TRUE,FALSE,https://www.coursehero.com/file/197708875/329su20-exam1pdf/,329su20_exam1.pdf,1,,,1.00001E+14,ProfessorStrawGerbil22
329997,28250939,ECE 329,329,ECE,10670,122712,FRANKE,0,FRANKE,122712,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/329997-ECE329/,779,"University of Illinois, Urbana Champaign",3,Spring,1,2023,28250939,197708870,torosgrsesrrnsstsooesosa srsssoeess.aestar5e,4/1/23 22:50,3,67edc8f9f48035fcb576bdf236cac7da385b4b5e,FALSE,FALSE,https://www.coursehero.com/file/197708870/329su19-exam1pdf/,329su19_exam1.pdf,0,,,1.00001E+14,ProfessorStrawGerbil22
329997,28250939,ECE 329,329,ECE,10670,122712,FRANKE,0,FRANKE,122712,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/329997-ECE329/,779,"University of Illinois, Urbana Champaign",3,Spring,1,2023,28250939,197708868,-sa-_ztsoasoso.es_,4/1/23 22:50,3,dacad53ec5a3b18306988f9ba2f8234a13f77b7a,FALSE,FALSE,https://www.coursehero.com/file/197708868/329su18-exam1pdf/,329su18_exam1.pdf,1,,,1.00001E+14,ProfessorStrawGerbil22
329997,28250939,ECE 329,329,ECE,10670,122712,FRANKE,0,FRANKE,122712,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/329997-ECE329/,779,"University of Illinois, Urbana Champaign",3,Spring,1,2023,28250939,197708693,"z=0z&lt;0 = o = r oE(z, t) = 4 cos[(2  1014 )t + (  106 )z]y, z &lt; 0z&lt;0H+xzy_+xSzv = !/ = 2 pcr1014 /z+ z! = 2  1014 106 = 2  108ppv = 1/  = 1/ o r o =p3rr = 942 ===   10623cp1 p 1 r  ",4/1/23 22:51,4,5c909eb0e9b3e19f0414281502ea1a60057e9bcb,TRUE,FALSE,https://www.coursehero.com/file/197708693/FA14pdf/,FA14.pdf,0,,,1.00001E+14,ProfessorStrawGerbil22
329997,28250939,ECE 329,329,ECE,10670,122712,FRANKE,0,FRANKE,122712,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/329997-ECE329/,779,"University of Illinois, Urbana Champaign",3,Spring,1,2023,28250939,197685343,"ECE 329 Fall 2022 - Homework 12Due: Thursday, Nov 17, 2022 at 5:00 pmECE 329 - Fall 2022Homework 12Problem 1A system of two transmission lines connected in series are driven by a voltage source fi (t) =V0 u(t) and terminated by a resistive load of 6",4/1/23 17:40,2,ca8150248c12d7a994e56e8fda63af528f1943f5,FALSE,FALSE,https://www.coursehero.com/file/197685343/329-FA22-HW12pdf/,329_FA22_HW12.pdf,5,,,1.00001E+14,allenzh1025
329997,28250939,ECE 329,329,ECE,10670,122712,FRANKE,0,FRANKE,122712,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/329997-ECE329/,779,"University of Illinois, Urbana Champaign",3,Spring,1,2023,28250939,197685109,"ECE 329 Fall 2022 - Homework 13Due: Thursday, Dec 1, 2022 at 5:00 pmECE 329 - Fall 2022Homework 13Problem 1 Consider a transmission line segment of propagation velocity v = 31 c = 1  108 m/s,characteristic impedance Zo = 50 , and length l. As shown",4/1/23 17:40,4,8dabc69fa676a2886e23ea72e2d768ea957b578a,FALSE,FALSE,https://www.coursehero.com/file/197685109/329-FA22-HW13pdf/,329_FA22_HW13.pdf,3,,,1.00001E+14,allenzh1025
