course.canonical_course_id,course.course_id,course.course_name,course.course_num,course.dept_acro,course.dept_id,course.prof_id,course.prof_name,course.professor.dept_id,course.professor.name,course.professor.prof_id,course.professor.school_id,course.resource_url,course.school_id,course.school_name,course.term,course.term_string,course.verified,course.year,course_id,db_filename,description,doc_date,document_pages.page_count,filehash,has_answers,is_featured,resource_url,title,total_views,type,type_ml,type_string,user_id,username
17775541,17775541,326,326,ESE,173819,0,NoProfessor,0,NoProfessor,0,0,https://www.coursehero.com/sitemap/schools/1375-Washington-University-in-St-Louis/courses/17775541-ESE326/,1375,Washington University in St Louis,1,Fall,0,2021,17775541,171613123,Quiz #1 of ESE 326 FL202211Consider two events such that [] = 2 [] = 3. Determine the value of [  ] foreach of the following conditions:a. are disjointb.  1c. [  ] = 8Please draw the Venn diagram for each case and then find the solution of eac,10/13/22 9:10,2,ee8b19597725189e874e0cbd59b4a04514b40227,TRUE,FALSE,https://www.coursehero.com/file/171613123/Solution-Quiz1-FL2022pdf/,Solution_Quiz1_FL2022.pdf,0,,Test,,1.00001E+14,ColonelBoarPerson659
17775541,17775541,326,326,ESE,173819,0,NoProfessor,0,NoProfessor,0,0,https://www.coursehero.com/sitemap/schools/1375-Washington-University-in-St-Louis/courses/17775541-ESE326/,1375,Washington University in St Louis,1,Fall,0,2021,17775541,171612440,Quiz #2 of ESE 326 (09/19)A bag contains 10 balls. Each ball has a unique number on it. 6 balls are red and 4 balls are yellow. Twoballs are randomly drawn from the bag without replacement.(1) What is the probability that the two balls drawn are red?(,10/13/22 9:10,1,c6cdf34caf97a1d42bca514eab90c5ef00fa8209,TRUE,FALSE,https://www.coursehero.com/file/171612440/Solution-Quiz2-FL2022pdf/,Solution_Quiz2_FL2022.pdf,2,,Test,,1.00001E+14,ColonelBoarPerson659
17775541,17775541,326,326,ESE,173819,0,NoProfessor,0,NoProfessor,0,0,https://www.coursehero.com/sitemap/schools/1375-Washington-University-in-St-Louis/courses/17775541-ESE326/,1375,Washington University in St Louis,1,Fall,0,2021,17775541,171612392,"Quiz #3 of ESE 326Independence of complements: Show that if two events are independent, then the events are also independent, where is the complement of .Please draw a Venn diagram to help your proof and follow the notation system in this course torep",10/13/22 9:10,1,73a42d5ead866123dbbca56d65669ba206583097,TRUE,FALSE,https://www.coursehero.com/file/171612392/Solution-Quiz3-FL2022pdf/,Solution_Quiz3_FL2022.pdf,1,,Test,,1.00001E+14,ColonelBoarPerson659
17775541,17775541,326,326,ESE,173819,0,NoProfessor,0,NoProfessor,0,0,https://www.coursehero.com/sitemap/schools/1375-Washington-University-in-St-Louis/courses/17775541-ESE326/,1375,Washington University in St Louis,1,Fall,0,2021,17775541,144502455,,4/24/22 23:01,1,e92d2cac64539007541b641de9b4c587762a65ae,FALSE,FALSE,https://www.coursehero.com/file/144502455/q10jpg/,q10.jpg,1,,Other,,1.00001E+14,BaronScienceLark14
17775541,17775541,326,326,ESE,173819,0,NoProfessor,0,NoProfessor,0,0,https://www.coursehero.com/sitemap/schools/1375-Washington-University-in-St-Louis/courses/17775541-ESE326/,1375,Washington University in St Louis,1,Fall,0,2021,17775541,144502453,,4/24/22 23:01,1,876ce359f55ea7456cc1b707dfb3cbe80508feda,FALSE,FALSE,https://www.coursehero.com/file/144502453/q2-2jpg/,q2_2.jpg,1,,Other,,1.00001E+14,BaronScienceLark14
17775541,17775541,326,326,ESE,173819,0,NoProfessor,0,NoProfessor,0,0,https://www.coursehero.com/sitemap/schools/1375-Washington-University-in-St-Louis/courses/17775541-ESE326/,1375,Washington University in St Louis,1,Fall,0,2021,17775541,144502448,,4/24/22 23:00,1,986e8531dcc68f2fce337bebb04b5dc4faa8b0ac,FALSE,FALSE,https://www.coursehero.com/file/144502448/q1JPG/,q1.JPG,0,,,,1.00001E+14,BaronScienceLark14
17775541,17775541,326,326,ESE,173819,0,NoProfessor,0,NoProfessor,0,0,https://www.coursehero.com/sitemap/schools/1375-Washington-University-in-St-Louis/courses/17775541-ESE326/,1375,Washington University in St Louis,1,Fall,0,2021,17775541,144502380,,4/24/22 23:01,1,7b67fdc0af74772cc65d40d552fa40aaf5c8dbbd,FALSE,FALSE,https://www.coursehero.com/file/144502380/q8jpg/,q8.jpg,0,,Other,,1.00001E+14,BaronScienceLark14
17775541,17775541,326,326,ESE,173819,0,NoProfessor,0,NoProfessor,0,0,https://www.coursehero.com/sitemap/schools/1375-Washington-University-in-St-Louis/courses/17775541-ESE326/,1375,Washington University in St Louis,1,Fall,0,2021,17775541,144502378,"3)x = 0, 06.0 7 0 2 )P - vale - FE s71,5909 18 = 05 7- P [s. 7 215310 182 = 0,252, 5310. 140 , 25= P [ X ,y &gt; 141, 736 ]CO&lt; 0, 06There is statistically significant evidentto reflect the null hypothesis that thestad of polling the in 2020 Is l",4/24/22 23:01,1,0f31467d5f74092deed3506cedd7c4930538ac00,FALSE,FALSE,https://www.coursehero.com/file/144502378/q3jpg/,q3.jpg,3,,Other,,1.00001E+14,BaronScienceLark14
17775541,17775541,326,326,ESE,173819,0,NoProfessor,0,NoProfessor,0,0,https://www.coursehero.com/sitemap/schools/1375-Washington-University-in-St-Louis/courses/17775541-ESE326/,1375,Washington University in St Louis,1,Fall,0,2021,17775541,144502377,"If the mean is shifted to 4IDpower = Pl x &lt; 4, a x 2671 / M = 48- PEZ &lt;o t &gt; 6 71 - 4, 0= P LZ ( 0 1 5 or ( 7 6, 5 )0 691",4/24/22 23:01,1,bb875f869122dba82e33e0b2246425e61c459a3f,FALSE,FALSE,https://www.coursehero.com/file/144502377/q9jpg/,q9.jpg,0,,Notes,,1.00001E+14,BaronScienceLark14
17775541,17775541,326,326,ESE,173819,0,NoProfessor,0,NoProfessor,0,0,https://www.coursehero.com/sitemap/schools/1375-Washington-University-in-St-Louis/courses/17775541-ESE326/,1375,Washington University in St Louis,1,Fall,0,2021,17775541,144502370,,4/24/22 23:00,1,093b25d095d248c3b1737822c7ade6999ac20d1e,FALSE,FALSE,https://www.coursehero.com/file/144502370/q4JPG/,q4.JPG,1,,Other,,1.00001E+14,BaronScienceLark14
