course.canonical_course_id,course.course_id,course.course_name,course.course_num,course.dept_acro,course.dept_id,course.prof_id,course.prof_name,course.professor.dept_id,course.professor.name,course.professor.prof_id,course.professor.school_id,course.resource_url,course.school_id,course.school_name,course.term,course.term_string,course.verified,course.year,course_id,db_filename,description,doc_date,document_pages.page_count,filehash,has_answers,is_featured,resource_url,title,total_views,type,type_string,user_id,username
52637,52637,Electromagnetic Engineering,151,EE,320,1118,Psaltis,0,Psaltis,1118,251,https://www.coursehero.com/sitemap/schools/251-Caltech/courses/52637-EE151/,251,Caltech,3,Spring,1,2005,52637,7123,"Vector PotentialMankei TsangDepartment of Electrical Engineering, California Institute of Technology, Pasadena, CA 91125 (Dated: May 19, 2005) The formalism of vector potential is extremely useful for solving the Maxwell's equations.INTRODUCTION",2/4/08 14:17,8,5501a91b032927161f415e290b85d9dc621e7704,TRUE,FALSE,https://www.coursehero.com/file/7123/Notes/,Notes,602,notes,Notes,10224166,davidvictor
52637,52637,Electromagnetic Engineering,151,EE,320,1118,Psaltis,0,Psaltis,1118,251,https://www.coursehero.com/sitemap/schools/251-Caltech/courses/52637-EE151/,251,Caltech,3,Spring,1,2005,52637,7122,EE 151 Electromagnetic EngineeringCALIFORNIA INSTITUTE OF TECHNOLOGY DEPARTMENT OF ELECTRICAL ENGINEERINGEE 151 Electromagnetic EngineeringSpring 2005 _Announcements      You can pick up the graded final exam in the box outside room 238,2/4/08 14:17,3,98112356bb8e3ec5e9405578dd07b33ad26f4194,FALSE,FALSE,https://www.coursehero.com/file/7122/EE-151-Electromagnetic-Engineering-Syllabus/,EE 151 Electromagnetic Engineering Syllabus,693,notes,Notes,10224166,davidvictor
52637,16124714,Electromagnetic Engineering,151,EE,320,162090,"Yang,C",0,"Yang,C",162090,251,https://www.coursehero.com/sitemap/schools/251-Caltech/courses/52637-EE151/,251,Caltech,3,Spring,0,2021,16124714,86779020,EE 151 Lecture 2: Electric PotentialLecture outlineE-potential.1: Concept of electric potential.E-potential.2: Concept of superposition.E-potential 3: Potential and energy.E-potential.4: Potential on a conductive surface (= is constant everywhere!),4/2/21 0:02,6,8297c7534a6554701617b666ab0c8122a65b5a09,TRUE,FALSE,https://www.coursehero.com/file/86779020/EE-151-lecture2pdf/,EE_151_lecture2.pdf,1,notes,Notes,1.00001E+14,MinisterFlamingo961
52637,16124714,Electromagnetic Engineering,151,EE,320,162090,"Yang,C",0,"Yang,C",162090,251,https://www.coursehero.com/sitemap/schools/251-Caltech/courses/52637-EE151/,251,Caltech,3,Spring,0,2021,16124714,86778941,EE 151 Lecture 13: Electromagnetic Waves Part IILecture outlineEM.5: Key points on EM wavesEM.6: Can 2 EM waves travel in the same direction?EM.7: Complex and real EM waves.EM.8: Complex version of Poynting Theorem.8313Electromagnetic Waves Part ,4/2/21 0:03,6,c33a5ce872b55cc5b52e91fab5b8bab2901782e5,TRUE,FALSE,https://www.coursehero.com/file/86778941/EE-151-lecture13pdf/,EE_151_lecture13.pdf,0,notes,Notes,1.00001E+14,MinisterFlamingo961
52637,16124714,Electromagnetic Engineering,151,EE,320,162090,"Yang,C",0,"Yang,C",162090,251,https://www.coursehero.com/sitemap/schools/251-Caltech/courses/52637-EE151/,251,Caltech,3,Spring,0,2021,16124714,86778209,EE 151 Lecture 17: Transmission line and lightpropagationLecture outlineConnection.1: Are they the same?Connection.2: Reflections for transmission line and EM wave at interface.Connection.3: Coaxial termination at a highly conductive material.Connec,4/2/21 0:03,6,9581cdc15f72dc10f8ded5fd21dbaa47c09a4e01,TRUE,FALSE,https://www.coursehero.com/file/86778209/EE-151-lecture17pdf/,EE_151_lecture17.pdf,1,notes,Notes,1.00001E+14,MinisterFlamingo961
52637,16124714,Electromagnetic Engineering,151,EE,320,162090,"Yang,C",0,"Yang,C",162090,251,https://www.coursehero.com/sitemap/schools/251-Caltech/courses/52637-EE151/,251,Caltech,3,Spring,0,2021,16124714,86778161,"EE 151 Lecture 3: Electric PermittivityLecture outlineE-.1: Concept of electric permittivity.E-.2: Electric permittivity and capacitor.E-.3: E and D at an interface. Using Gauss and Stokes.E-.4: E, D, and E-potential for a capacitor.E-.5: E, D ",4/2/21 0:02,6,1d9d949a9e405501a78f92583aa7bd7c8d002569,TRUE,FALSE,https://www.coursehero.com/file/86778161/EE-151-lecture3pdf/,EE_151_lecture3.pdf,1,notes,Notes,1.00001E+14,MinisterFlamingo961
52637,16124714,Electromagnetic Engineering,151,EE,320,162090,"Yang,C",0,"Yang,C",162090,251,https://www.coursehero.com/sitemap/schools/251-Caltech/courses/52637-EE151/,251,Caltech,3,Spring,0,2021,16124714,86778006,EE 151 Lecture 5: Laplace Equations Part IILecture outlineLaplace.5: 2 more examples Example of a C structure Example of charge above a conductive sphere305Laplace Equations Part II (scribed by Ruizhi)Laplace.5 Tackling 2 examplesExample 5.1. ,4/2/21 0:02,6,5a08b4c1c134857b45ea2e49b2befb7f3ac55692,TRUE,FALSE,https://www.coursehero.com/file/86778006/EE-151-lecture5pdf/,EE_151_lecture5.pdf,0,notes,Notes,1.00001E+14,MinisterFlamingo961
52637,16124714,Electromagnetic Engineering,151,EE,320,162090,"Yang,C",0,"Yang,C",162090,251,https://www.coursehero.com/sitemap/schools/251-Caltech/courses/52637-EE151/,251,Caltech,3,Spring,0,2021,16124714,86777899,EE 151 Lecture 4: Laplace Equations Part ILecture outlineLaplace.1: Introduction to Laplace equations.Laplace.2: Matching boundary conditions for V yields a unique solution for V distribution involume. License for imagination: Only need to find one ,4/2/21 0:02,6,a114ef074a9ed101716494afbd1c9535101a3ca3,FALSE,FALSE,https://www.coursehero.com/file/86777899/EE-151-lecture4pdf/,EE_151_lecture4.pdf,1,notes,Notes,1.00001E+14,MinisterFlamingo961
52637,16124714,Electromagnetic Engineering,151,EE,320,162090,"Yang,C",0,"Yang,C",162090,251,https://www.coursehero.com/sitemap/schools/251-Caltech/courses/52637-EE151/,251,Caltech,3,Spring,0,2021,16124714,86777796,EE 151 Lecture 11: Poynting TheoremLecture outlinePoynting.1: Deriving Poynting TheoremExample of a charged sphere.Example of a parallel plate capacitor.Example of a solenoid.Example of a transmission line.Example of a charged set of cylinders.72,4/2/21 0:03,6,829db22287c04be0d2398df18f7203a25594f37a,FALSE,FALSE,https://www.coursehero.com/file/86777796/EE-151-lecture11pdf/,EE_151_lecture11.pdf,0,notes,Notes,1.00001E+14,MinisterFlamingo961
52637,16124714,Electromagnetic Engineering,151,EE,320,162090,"Yang,C",0,"Yang,C",162090,251,https://www.coursehero.com/sitemap/schools/251-Caltech/courses/52637-EE151/,251,Caltech,3,Spring,0,2021,16124714,86777768,EE 151 Lecture 10: Transmission Line Part IIILecture outlineLine.12: RecapLine.13: Some interesting observations.1. Can  wave = 0?2. Idea of L = /4.3. Where does the power go in a lossless transmission line?Line.14: The importance of matching imp,4/2/21 0:03,9,00c233a98ad50a51e6a74cb5f9811dd27612e648,TRUE,FALSE,https://www.coursehero.com/file/86777768/EE-151-lecture10pdf/,EE_151_lecture10.pdf,0,notes,Notes,1.00001E+14,MinisterFlamingo961
