course.canonical_course_id,course.course_id,course.course_name,course.course_num,course.dept_acro,course.dept_id,course.prof_id,course.prof_name,course.professor.dept_id,course.professor.name,course.professor.prof_id,course.professor.school_id,course.resource_url,course.school_id,course.school_name,course.term,course.term_string,course.verified,course.year,course_id,db_filename,description,doc_date,document_pages.page_count,filehash,has_answers,is_featured,resource_url,title,total_views,type,type_string,user_id,username
17776853,31932206,290O,290O,EE,320,0,NoProfessor,0,NoProfessor,0,0,https://www.coursehero.com/sitemap/schools/251-Caltech/courses/17776853-EE290O/,251,Caltech,4,Summer,0,2023,31932206,209147035,"ECE 5310: Exam1 Solutions(Farhan Rana)=a) kAt o [Aw),Bwl=0PD)W) AWKBy = f|&gt;R|Lub""'&amp;%*""ifrfaia(%)[S.=""'\?)=&amp;o (f) =)E""\&amp;\/%e)I-Lt-ALinSpeckeweter3) A GhareutWi ThWUl'Slaele""P""'W';t%westung,B nsinsee&amp;",2023-07-30 05:43:53,2,be50b2f21b004139abe5d5eeab6e0997aac8f7e9,False,False,https://www.coursehero.com/file/209147035/ece5310-exam1sol-26lsbd5pdf/,ece5310_exam1sol-26lsbd5.pdf,1,,,100000804553994,MegaLarkPerson48
723636,30721043,Error-Correcting Codes,127,EE,406025,194748,,0,,194748,251,https://www.coursehero.com/sitemap/schools/251-Caltech/courses/723636-EE127/,251,Caltech,3,Spring,1,2023,30721043,202306042,"The article ""Orchestrating"" Sustainable Crowdsourcing: A Characterization of Solver Brokerages""discusses the role of ""Solver Brokerages"" in facilitating innovation exchanges through a processknown as crowdsourcing. Crowdsourcing is a process in which an",2023-05-07 11:38:50,2,827357326dee9fe4dfb25b6aaee656df8b0709eb,False,False,https://www.coursehero.com/file/202306042/Crowd-sourcingdocx/,Crowd sourcing.docx,2,assignment,Assignment,100000866763967,DeaconIbisPerson872
25908805,25908805,267,267,EE,320,0,NoProfessor,0,NoProfessor,0,0,https://www.coursehero.com/sitemap/schools/251-Caltech/courses/25908805-EE267/,251,Caltech,1,Fall,0,2022,25908805,173849618,Reading Assignment 1: Optical Microscopy(1) Why do you need to wear gloves when handling optics? (1 points)Ans: So that there is no fingerprint in the optical component(2) What kind of surface is appropriate for placing optics? (1 points)Ans: Lens tis,2022-10-25 03:58:30,2,738d2c682104321b6fc612086764aa43543af376,True,False,https://www.coursehero.com/file/173849618/Reading-assignment-1pdf/,Reading assignment 1.pdf,3,,,100000855595911,ConstableWaterMandrill21
25908805,25908805,267,267,EE,320,0,NoProfessor,0,NoProfessor,0,0,https://www.coursehero.com/sitemap/schools/251-Caltech/courses/25908805-EE267/,251,Caltech,1,Fall,0,2022,25908805,173836170,DESIGN AND ANALYSIS OF ROTATIONALLYSYMMETRIC NANOWIRE ARRAY BASEDWHISPERING GALLERY MODE RESONATORSFOR VIRUS-LIKE PARTICLE DETECTIONbyMohammad Muntasir Hassan0419062253MASTER OF SCIENCEINELECTRICAL AND ELECTRONIC ENGINEERING.Department of Elect,2022-10-25 02:16:54,91,2853b456cdd478dde01f714898ab739e258d8fa1,False,False,https://www.coursehero.com/file/173836170/Muntasir-MSc-Thesis-Finalpdf/,Muntasir MSc Thesis Final.pdf,7,,,100000855595911,ConstableWaterMandrill21
25908805,25908805,267,267,EE,320,0,NoProfessor,0,NoProfessor,0,0,https://www.coursehero.com/sitemap/schools/251-Caltech/courses/25908805-EE267/,251,Caltech,1,Fall,0,2022,25908805,173835179,"Syllabus for EEE 267Course No: EEE 267Course Title: Electrical &amp; Electronic TechnologyCourse Instructor: Suzit Hasan Nayem (Lecturer, EEE, BUET)3 phase CircuitsIntroduction12.2 Balanced Three-Phase Voltages12.3 Balanced Wye-Wye Connection12.4 Bala",2022-10-25 02:16:50,7,76cce9ee97200343c4d69288d9793a8461811f77,False,False,https://www.coursehero.com/file/173835179/EEE-267-Whole-syllabuspdf/,EEE-267-Whole-syllabus.pdf,2,,,100000855595911,ConstableWaterMandrill21
25908805,25908805,267,267,EE,320,0,NoProfessor,0,NoProfessor,0,0,https://www.coursehero.com/sitemap/schools/251-Caltech/courses/25908805-EE267/,251,Caltech,1,Fall,0,2022,25908805,173834585,"ENEE680, Fall 2022Issued: September 14, 2022HW#2Due: September 21, 20221. Show that no set of isolated charges can be held in stable equilibrium byelectrostatic forces alone; but that such trapping of charges can be done withoscillating electric fie",2022-10-25 02:16:45,1,8cfb14eb122fd7a3be93585085575f28f89dcf28,False,False,https://www.coursehero.com/file/173834585/ENEE-680-Fall-2022-HW2pdf/,ENEE 680 Fall 2022 HW2.pdf,11,,,100000855595911,ConstableWaterMandrill21
25908805,25908805,267,267,EE,320,0,NoProfessor,0,NoProfessor,0,0,https://www.coursehero.com/sitemap/schools/251-Caltech/courses/25908805-EE267/,251,Caltech,1,Fall,0,2022,25908805,173834501,"L-2/T-1/ChEDate:BANGLADESH UNIVERSITY OF ENGINEERING AND TECHNOLOGY, DHAKAJuly 2021 Term Final ExaminationSub: EEE267 (Electrical and Electronic Technology)Full Marks: 210Time: 3 HoursThe Figures in the margin indicate full marksUSE SEPARATE SCRI",2022-10-25 02:16:51,4,31421176a61f0c4447f01787f18be519b59ff2ba,False,False,https://www.coursehero.com/file/173834501/EEE-267-ChEpdf/,EEE 267 ChE.pdf,1,,,100000855595911,ConstableWaterMandrill21
13175348,13175348,Mathematics&nbsp;of&nbsp;Signal&nbsp;Processing,170,EE,320,2174911,"Hassibi,&nbsp;B",0,"Hassibi,&nbsp;B",2174911,251,https://www.coursehero.com/sitemap/schools/251-Caltech/courses/13175348-EE170/,251,Caltech,2,Winter,2,2016,13175348,170419129,10:41 PM Wed 15 Jun0 44%cambridgeinternational.orgIntegration4 of 16(Arbitrary constants are omitted; a denotes a positive constant.)f(x)[ f ( x) dxn+(n * -1)n+1In xesin x- COS XCOs Xsin xsec xtan x-tan-1x 2 + aa1[x - a(x&gt; a)2a x,2022-10-06 11:42:10,1,30f2d20327dd53d1ecc85c95f4dfe84e5c835bd2,False,False,https://www.coursehero.com/file/170419129/IMG-0376png/,IMG_0376.png,0,,,100000854203035,CorporalBravery8864
13175366,13175366,Networks:&nbsp;Structure&nbsp;Economics,144,EE,320,2174881,"Wierman,&nbsp;A",0,"Wierman,&nbsp;A",2174881,251,https://www.coursehero.com/sitemap/schools/251-Caltech/courses/13175366-EE144/,251,Caltech,1,Fall,2,2016,13175366,151480316,dfgd asdfasd sd asdfasd dfgd asdfasd sd asdfasd dfgd asdfasd sd asdfasd dfgd asdfasd sd asdfasd dfgd asdfasd sd asdfasd dfgd asdfasd sd asdfasd dfgd asdfasd sd asdfasd dfgd asdfasd sd asdfasd dfgd asdfasd sd asdfasd dfgd asdfasd sd asdfasd dfgd asdfasd sd,2022-05-30 09:37:58,22,305cf9ccf82305e6583359a19a6b6b4d33128a65,False,False,https://www.coursehero.com/file/151480316/deftxt/,def.txt,1,,,100000848046717,SuperHumanUniverse9306
13175366,13175366,Networks:&nbsp;Structure&nbsp;Economics,144,EE,320,2174881,"Wierman,&nbsp;A",0,"Wierman,&nbsp;A",2174881,251,https://www.coursehero.com/sitemap/schools/251-Caltech/courses/13175366-EE144/,251,Caltech,1,Fall,2,2016,13175366,151480218,dfgd asdfasd sd asdfasd dfgd asdfasd sd asdfasd dfgd asdfasd sd asdfasd dfgd asdfasd sd asdfasd dfgd asdfasd sd asdfasd dfgd asdfasd sd asdfasd dfgd asdfasd sd asdfasd dfgd asdfasd sd asdfasd dfgd asdfasd sd asdfasd dfgd asdfasd sd asdfasd dfgd asdfasd sd,2022-05-30 09:37:58,22,35744d16a1760948f96ed716c97f567af98058d7,False,False,https://www.coursehero.com/file/151480218/abctxt/,abc.txt,0,,,100000848046717,SuperHumanUniverse9306
