course.canonical_course_id,course.course_id,course.course_name,course.course_num,course.dept_acro,course.dept_id,course.prof_id,course.prof_name,course.professor.dept_id,course.professor.name,course.professor.prof_id,course.professor.school_id,course.professor.teacher_id,course.resource_url,course.school_id,course.school_name,course.term,course.term_string,course.verified,course.year,course_id,db_filename,description,doc_date,document_pages.page_count,filehash,has_answers,is_featured,resource_url,title,total_views,type,type_string,user_id,username,diff_date,avg_views,base_date,excerpt_notes
249579,5004378,Fundamentals of Electrical Engineering,215,EE,4251,97461,,0,,97461,2505,,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/249579-EE215/,2505,University of Washington,3,Spring,0,2016,5004378,13669301,"EE215 Winter 2016Department of Electrical EngineeringUniversity of WashingtonEE215 Homework 2January 5, 2016HW2 Topics: Sources Ohms LawHW2 References: Textbook section 1.1 1.6, 2.1 2.3.1. (Textbook 2.1) For the circuit below+15V+ 20V5AFigu",3/8/16 15:42,14,b983f0229696b038908dc5f8267836745012d96d,TRUE,FALSE,https://www.coursehero.com/file/13669301/hw2-sol/,hw2_sol,1802,homework,Homework Help,1.00001E+14,super_dummy,2919,0.617334704,3/5/24 10:00,
249579,4331223,Fundamentals of Electrical Engineering,215,EE,4251,493837,Tai-ChangChen,0,Tai-ChangChen,493837,2505,,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/249579-EE215/,2505,University of Washington,1,Fall,0,2014,4331223,10287415,"Lab 2 ReportLaboratory 2 Nodal Analysis and ThveninEquivalentsEE215AADepartmentofElectricalEngineeringUniversityofWashington25August2014DahuinJung&amp;JaeYoungLee&amp;IanJeonProcedure 1 Node and Mesh Analysis, Thevenin Equivalenta. Calculate the voltage ",11/13/14 20:48,11,ea3422da0e45a008086dce0a888fe93374df344c,TRUE,FALSE,https://www.coursehero.com/file/10287415/Electrical-Engineering-215-AA-Lab/,Electrical Engineering 215 AA Lab,2092,lab,Lab,1.00001E+14,AnnaJung625,3400,0.615294118,3/5/24 10:00,
249579,5004378,Fundamentals of Electrical Engineering,215,EE,4251,97461,,0,,97461,2505,,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/249579-EE215/,2505,University of Washington,3,Spring,0,2016,5004378,13669300,"EE215 Winter 2016Department of Electrical EngineeringUniversity of WashingtonEE215 Homework 1January 5, 2016Due Date: JanuaryHW1 Topics: Current, charge, voltage, power, energy Sources Ohms LawHW1 References: Textbook section 1.1 1.6, 2.1 2.3.",3/8/16 15:41,6,b3d56e44dbc2b56b1216a369598de3635c26275e,TRUE,FALSE,https://www.coursehero.com/file/13669300/hw1-sol/,hw1_sol,1776,homework,Homework Help,1.00001E+14,super_dummy,2919,0.608427544,3/5/24 10:00,
249579,1581686,Introduction to Electrical Engineering,215,EE,4251,363664,M.P.Anantram(Anant),0,M.P.Anantram(Anant),363664,2505,,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/249579-EE215/,2505,University of Washington,2,Winter,0,2011,1581686,7646131,"Electrical Engineering 215 AA Lab #2Procedure 1 Node and Mesh Analysis, Thevenin Equivalent (25 points)Goal: To construct and determine the Thevenin Equivalentof the circuit that is shown in the lab.1 a.(5 points)Calculate the voltage v across the 20k",3/24/13 22:19,12,a0b1a71d1fbe166a9f789deebd63d09b7c4b9c37,TRUE,FALSE,https://www.coursehero.com/file/7646131/lab-2/,lab #2,1601,notes,Notes,1.00001E+14,PresidentHackerGrouse6856,3999,0.400350088,3/5/24 10:00,
249579,1461994,Introduction to Electrical Engineering,215,EE,4251,294429,Denise,0,Denise,294429,2505,,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/249579-EE215/,2505,University of Washington,3,Spring,0,2011,1461994,6500954,Sample problem Topic: Power and energy Problem statement The voltage and current at the terminals of the circuit element in following figure are zero for t&lt;0.For t&gt;0 they are v = 75 - 75e -1000tV i = 50e -1000t mA (a) Find the maximum value of the power ,10/30/11 23:19,1,5ec62f6e79672dde13a2fbba0116e1d22ab46c7d,TRUE,FALSE,https://www.coursehero.com/file/6500954/power-energy-problem3/,power_energy_problem3,1487,notes,Notes,707519491,khoilng,4510,0.329711752,3/5/24 10:00,
249579,1581686,Introduction to Electrical Engineering,215,EE,4251,363664,M.P.Anantram(Anant),0,M.P.Anantram(Anant),363664,2505,,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/249579-EE215/,2505,University of Washington,2,Winter,0,2011,1581686,7646134,Electrical Engineering 215 AA Lab #1Electrical Engineering 215 AA Lab #1Procedure 1 Continuity Check (5 points)Goal: To determine if any two holes are connected and what the resistance between any two holes is.1.a (2 points) Our group reached a conse,3/24/13 22:22,11,1a1717306b9db1af051a914038d835cbaf06ad8f,TRUE,FALSE,https://www.coursehero.com/file/7646134/Lab-1/,Lab #1,1230,notes,Notes,1.00001E+14,PresidentHackerGrouse6856,3999,0.307576894,3/5/24 10:00,
249579,5004378,Fundamentals of Electrical Engineering,215,EE,4251,97461,,0,,97461,2505,,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/249579-EE215/,2505,University of Washington,3,Spring,0,2016,5004378,13669305,EE215 Winter 2016Department of Electrical EngineeringUniversity of WashingtonEE215 Homework 6HW6 Topics: Thevenin and Norton Equivalent Source transformationsHW6 References: Textbook section 4.9 4.131. (Textbook 4.63) Given the circuit below:+5,3/8/16 15:42,16,86139a207b96f1c77e07333264408b44dc4a8d01,TRUE,FALSE,https://www.coursehero.com/file/13669305/hw6-sol-v2/,hw6_sol_v2,793,homework,Homework Help,1.00001E+14,super_dummy,2919,0.27166838,3/5/24 10:00,
249579,1581686,Introduction to Electrical Engineering,215,EE,4251,363664,M.P.Anantram(Anant),0,M.P.Anantram(Anant),363664,2505,,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/249579-EE215/,2505,University of Washington,2,Winter,0,2011,1581686,7646133,"Electrical Engineering 215 AA Lab #4Procedure 2: RC Circuit (30 points)Goal: To build a model for a real inductor, build a simulated inductor circuit, and understand thecharacteristics of the RC Circuit2.a (5 points)Measure the DC resistance of the i",3/24/13 22:19,4,79996ecfe1234c57c13afb03a9b4bb114d3e1f54,TRUE,FALSE,https://www.coursehero.com/file/7646133/lab-4/,lab #4,1074,notes,Notes,1.00001E+14,PresidentHackerGrouse6856,3999,0.268567142,3/5/24 10:00,
249579,4525699,Fundamentals of Electrical Engineering,215,EE,4251,493837,Tai-ChangChen,0,Tai-ChangChen,493837,2505,,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/249579-EE215/,2505,University of Washington,1,Fall,0,2015,4525699,11595997,"EE215: Fundamentals of Electrical EngineeringLaboratory 3Page 1EE 215 - Laboratory 3 - Operational Amplifiers (Op Amps)AuthorsC. Ramon, R.D. Christie, K.F. BhringerObjectivesAt the end of this lab, you will be able to:Construct and test inverting ",6/18/15 8:17,5,bdd025f91292dabb68f11421bbb9c4d623dc37f7,FALSE,FALSE,https://www.coursehero.com/file/11595997/ee215-lab3/,ee215-lab3,613,lab,Lab,1.00001E+14,thucuyen,3183,0.192585611,3/5/24 10:00,
249579,1581686,Introduction to Electrical Engineering,215,EE,4251,363664,M.P.Anantram(Anant),0,M.P.Anantram(Anant),363664,2505,,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/249579-EE215/,2505,University of Washington,2,Winter,0,2011,1581686,7646132,Electrical Engineering 215 AA Lab #3Procedure 3: Summing Amplifier Design (40 points)Goal: To design and construct a summing amplifier that mimics the equation that isimplemented in the lab.o = -(0.25*a + 0.4* b)Measurements and calculations (10 poin,3/24/13 22:19,4,130bdfe559975bf4242640f250ffc518269fc3dc,TRUE,FALSE,https://www.coursehero.com/file/7646132/lab-3/,lab #3,639,notes,Notes,1.00001E+14,PresidentHackerGrouse6856,3999,0.159789947,3/5/24 10:00,
