course.canonical_course_id,course.course_id,course.course_name,course.course_num,course.dept_acro,course.dept_id,course.prof_id,course.prof_name,course.professor.dept_id,course.professor.name,course.professor.prof_id,course.professor.school_id,course.professor.teacher_id,course.resource_url,course.school_id,course.school_name,course.term,course.term_string,course.verified,course.year,course_id,db_filename,description,doc_date,document_pages.page_count,filehash,has_answers,is_featured,resource_url,title,total_views,type,type_ml,type_string,user_id,username,diff_date,avg_views,base_date,excerpt_notes
1614995,2043830,Digital Design,2020,ECE,6763,186515,SCHIMMEL,0,SCHIMMEL,186515,47,,https://www.coursehero.com/sitemap/schools/47-Georgia-Institute-Of-Technology/courses/1614995-ECE2020/,47,Georgia Institute Of Technology,1,Fall,1,2012,2043830,26565614,Chapter 6: Continuous Probability DistributionsChapter 6: Continuous Probability DistributionsChapter 5 dealt with probability distributions arising from discrete random variables.Mostly that chapter focused on the binomial experiment. There are many o,2017/11/13 22:02,42,484114d3771a0325ee3b668523296e8a7bf1cffe,TRUE,FALSE,https://www.coursehero.com/file/26565614/chapter-6pdf/,chapter_6.pdf,1011,notes,Other,Notes,1.00001E+14,abebeabi1017,2304,0.438802083,3/5/24 10:00,"Skipped, as unrelevant (probability)"
1614995,4451213,Digital Design,2020,ECE,6763,622904,SungK.Lim,0,SungK.Lim,622904,47,,https://www.coursehero.com/sitemap/schools/47-Georgia-Institute-Of-Technology/courses/1614995-ECE2020/,47,Georgia Institute Of Technology,1,Fall,1,2015,4451213,12281468,"ECE2020: Fundamentals of Digital System DesignFall 2013, Prof. Sung Kyu LimExam 1: September 13, 2013Guidelines:1. Read the questions carefully and pay attention to the special instructions.2. Show all your work to receive the full credit.3. State a",2015/10/8 9:40,70,847245dd7f9b4c45130797970a5e5aeca9f44754,TRUE,FALSE,https://www.coursehero.com/file/12281468/All-previous-exams-from-Midterm-1-to-Final/,All previous exams- from Midterm 1 to Final,612,test_prep,Test,Test prep,1.00001E+14,Jonathan.Osei,3071,0.199283621,3/5/24 10:00,"Skipped, as illegible"
1614995,8666983,Digital Design,2020,ECE,6763,186515,SCHIMMEL,0,SCHIMMEL,186515,47,,https://www.coursehero.com/sitemap/schools/47-Georgia-Institute-Of-Technology/courses/1614995-ECE2020/,47,Georgia Institute Of Technology,1,Fall,1,2018,8666983,49776498,2Pre-lab Procedure1. Read the state machine definition in Appendix A.2. Create a state diagram that implements the required behavior.3. Read the hardware implementation information in Appendix B.4. Complete the following transition table based on you,2019/11/4 18:06,2,c7ba0995b14ebcfdd205cef99f24d9185e9020a4,TRUE,FALSE,https://www.coursehero.com/file/49776498/ECE2020IE-Lab2-solnpdf/,ECE2020IE_Lab2_soln.pdf,309,lab,Lab,Lab,1.00001E+14,JusticeRose7511,1583,0.195198989,3/5/24 10:00,
1614995,4504381,Digital Design,2020,ECE,6763,397734,DavidC.Keezer,0,DavidC.Keezer,397734,47,,https://www.coursehero.com/sitemap/schools/47-Georgia-Institute-Of-Technology/courses/1614995-ECE2020/,47,Georgia Institute Of Technology,3,Spring,1,2015,4504381,11446975,Finite State Machine LabECE2020 Lab 2 -Finite State MachineGoal: The goal of this experiment is to reinforce state machine concepts by having studentsdesign and implement a state machine using simple chips and a protoboard. This experimentalso introdu,2015/5/23 10:15,12,8cb131da1c2e05b06e3c0eac4dceceb50b43e5e7,TRUE,FALSE,https://www.coursehero.com/file/11446975/ECE2020-Lab2-FSM-Spring2015/,ECE2020_Lab2_FSM_Spring2015,403,lab,Lab,Lab,1.00001E+14,Judge_Element_Hyena2,3209,0.125584294,3/5/24 10:00,
1614995,11490007,Digital Design,2020,ECE,6763,186515,SCHIMMEL,0,SCHIMMEL,186515,47,,https://www.coursehero.com/sitemap/schools/47-Georgia-Institute-Of-Technology/courses/1614995-ECE2020/,47,Georgia Institute Of Technology,1,Fall,0,2019,11490007,53896922,"GEORGIA INSTITUTE OF TECHNOLOGYSchool of Electrical and Computer EngineeringECE 2020 Summer 2018Lab #2: Finite State MachinesThis lab is due one week from the day it is assigned in class. You may work in groups of two and sharea checkoff sheet, howev",2020/1/27 2:34,10,49b76c457d7d024c7cc63184d15699100a84e63e,TRUE,FALSE,https://www.coursehero.com/file/53896922/ECE2020-Lab2-Finite-State-Machinepdf/,ECE2020_Lab2_Finite_State_Machine.pdf,166,lab,Lab,Lab,1.00001E+14,csaw1,1499,0.110740494,3/5/24 10:00,
1614995,2043830,Digital Design,2020,ECE,6763,186515,SCHIMMEL,0,SCHIMMEL,186515,47,,https://www.coursehero.com/sitemap/schools/47-Georgia-Institute-Of-Technology/courses/1614995-ECE2020/,47,Georgia Institute Of Technology,1,Fall,1,2012,2043830,25249851,"ECE 2020 IE: Digital System DesignFall 2017 SyllabusSummaryECE	 2020	 introduces	 the	 many	 levels	 of	 abstraction	 that	 enable	 today's	 digital	computing	systems.	It	explores	design	at	the	layers	of	a	computing	platform	from	switches	and	wire	to",2017/9/25 16:15,3,5a20938d5503b3ee08db0e93d92ac694447bfeb3,FALSE,FALSE,https://www.coursehero.com/file/25249851/ece-2020-syllabuspdf/,ece 2020 syllabus.pdf,189,notes,Syllabus,Notes,1.00001E+14,matthewncover,2353,0.080322992,3/5/24 10:00,
1614995,2043830,Digital Design,2020,ECE,6763,186515,SCHIMMEL,0,SCHIMMEL,186515,47,,https://www.coursehero.com/sitemap/schools/47-Georgia-Institute-Of-Technology/courses/1614995-ECE2020/,47,Georgia Institute Of Technology,1,Fall,1,2012,2043830,33084156,ECE 2020-IE2 Syllabus Fall 2018Instructor: Huiye Liu &lt;huiyeliu@gatech.edu&gt;Supervisor: Kevin Johnson &lt;KJohnson@gatech.edu&gt;Office hours: [TBD]Course Description: ECE 2020 introduces the many levels of abstraction that enable today's digital systems. It,2018/9/12 19:38,2,1ec6af459da0738d5239d2e0c41c3807ff064777,FALSE,FALSE,https://www.coursehero.com/file/33084156/Syllabus-2020-IE2-2pdf/,Syllabus_2020_IE2 (2).pdf,132,notes,Syllabus,Notes,1.00001E+14,bamboozle1234567,2001,0.065967016,3/5/24 10:00,
1614995,10240549,Digital Design,2020,ECE,6763,186515,SCHIMMEL,0,SCHIMMEL,186515,47,,https://www.coursehero.com/sitemap/schools/47-Georgia-Institute-Of-Technology/courses/1614995-ECE2020/,47,Georgia Institute Of Technology,3,Spring,0,2019,10240549,40334461,GEORGIA INSTITUTE OF TECHNOLOGYSchool of Electrical and Computer EngineeringECE 2020 IESpring 2019Lab #2: Finite State MachinesGOALThe goal of this experiment is to reinforce state machine concepts by having students design andimplement a state mac,2019/4/17 12:32,7,c6e64bcde175f35ebdc2239ffe886d3b765725b9,FALSE,FALSE,https://www.coursehero.com/file/40334461/ECE2020IE-Lab2-1pdf/,ECE2020IE_Lab2 (1).pdf,98,lab,Lab,Lab,1.00001E+14,brandonkongg,1784,0.054932735,3/5/24 10:00,
1614995,1707445,Digital Design,2020,ECE,6763,186515,SCHIMMEL,0,SCHIMMEL,186515,47,,https://www.coursehero.com/sitemap/schools/47-Georgia-Institute-Of-Technology/courses/1614995-ECE2020/,47,Georgia Institute Of Technology,1,Fall,1,2013,1707445,10674033,"1Digital Logic Module: Lab ProceduresGoal: to introduce the physical implementation of digital logic circuits including the use of logic gates,Boolean algebra, mixed logic, integrated circuits, and breadboards.Contents:Prelab AssignmentBackgroundLa",2015/2/3 13:04,10,56ed33f5a04371c171792f734c37baeedd209345,FALSE,FALSE,https://www.coursehero.com/file/10674033/Digital-Logic-Lab-1/,Digital Logic (Lab 1),179,lab,Lab,Lab,1.00001E+14,MegaIceGuineaPig943,3318,0.053948162,3/5/24 10:00,
1614995,2043830,Digital Design,2020,ECE,6763,186515,SCHIMMEL,0,SCHIMMEL,186515,47,,https://www.coursehero.com/sitemap/schools/47-Georgia-Institute-Of-Technology/courses/1614995-ECE2020/,47,Georgia Institute Of Technology,1,Fall,1,2012,2043830,56828575,"ECE2020 HW5Problem 1: Basic building blocksa) What is the maximum number of outputs of a 3-to-8 line decoder that can be active at once?b) Consider the combination of muxes pictured here, which creates a larger mux:??Given the numbering of w3-w0, wh",2020/3/8 14:04,2,a21789ebd185904dd31066ff124ff1f745cb940b,TRUE,FALSE,https://www.coursehero.com/file/56828575/2020Sp20-HW5-2pdf/,2020Sp20_HW5 (2).pdf,68,assessment,Assignment,Assessment,1.00001E+14,feng241,1458,0.046639232,3/5/24 10:00,
