course.canonical_course_id,course.course_id,course.course_name,course.course_num,course.dept_acro,course.dept_id,course.prof_id,course.prof_name,course.professor.dept_id,course.professor.name,course.professor.prof_id,course.professor.school_id,course.professor.teacher_id,course.resource_url,course.school_id,course.school_name,course.term,course.term_string,course.verified,course.year,course_id,db_filename,description,doc_date,document_pages.page_count,filehash,has_answers,is_featured,resource_url,title,total_views,type,type_ml,type_string,user_id,username,diff_date,avg_views,base_date,excerpt_notes
1480605,35273369,Programming Fundamentals 1,3502,COP,11254,104564,Staff,0,Staff,104564,552,,https://www.coursehero.com/sitemap/schools/552-University-of-Florida/courses/1480605-COP3502/,552,University of Florida,3,Spring,1,2024,35273369,225518409,"PROGRAMMING FUNDAMENTALS 1Module 4: FunctionsFunctions/MethodsFunction: A set of instructions that can repeatedex.def hello(): #defines the functionprint(""hello"") #instructions of the functionhello() #calls functionprints ""hello""Method: A functio",2/16/24 14:47,3,0c519598c85ee5d640c5f85a3cc8456fb51518bc,FALSE,FALSE,https://www.coursehero.com/file/225518409/Mod-4-study-guidepdf/,Mod 4 study guide.pdf,0,,,,1.00001E+14,DukeDiscovery9372,18,0.16169289,3/5/24 10:00,
1480605,35273369,Programming Fundamentals 1,3502,COP,11254,104564,Staff,0,Staff,104564,552,,https://www.coursehero.com/sitemap/schools/552-University-of-Florida/courses/1480605-COP3502/,552,University of Florida,3,Spring,1,2024,35273369,225518254,"PROGRAMMING FUNDAMENTALS 1Module 10: Introduction to AlgorithmsSortingSelection Sort:*Think of 2 sub arrays, a sorted array on the left and an unsorted array on the right SELECTS thesmallest element and brings it to the sorted array.15302Initia",2/16/24 14:46,7,4773abf3750ddb34b79a200c4e3a5b3f054ef71e,TRUE,FALSE,https://www.coursehero.com/file/225518254/M10-COP3502-Kapoor-Studyguidepdf/,M10_COP3502_Kapoor_Studyguide.pdf,0,,,,1.00001E+14,DukeDiscovery9372,18,0.16169289,3/5/24 10:00,
1480605,35273369,Programming Fundamentals 1,3502,COP,11254,104564,Staff,0,Staff,104564,552,,https://www.coursehero.com/sitemap/schools/552-University-of-Florida/courses/1480605-COP3502/,552,University of Florida,3,Spring,1,2024,35273369,225518001,PROGRAMMING FUNDAMENTALS 1Lab 8: The Cow Strikes BackOverviewThis lab's purpose is to provide students with experience in inheritance of classes and working with multipleclasses. It is recommended that students use command line tools and editors for t,2/16/24 14:45,5,83935753df9d3d130481cf3be3f784dd364e3f71,FALSE,FALSE,https://www.coursehero.com/file/225518001/Lab-08-The-Cow-Strikes-Backpdf/,Lab 08 - The Cow Strikes Back.pdf,0,,,,1.00001E+14,DukeDiscovery9372,18,0.16169289,3/5/24 10:00,
1480605,35273369,Programming Fundamentals 1,3502,COP,11254,104564,Staff,0,Staff,104564,552,,https://www.coursehero.com/sitemap/schools/552-University-of-Florida/courses/1480605-COP3502/,552,University of Florida,3,Spring,1,2024,35273369,225517861,"Programming Fundamentals ICOP 3502C UFOAcademic Term: Fall 2023Instructor:Lisha Zhoulzhou1@ufl.eduOffice Hours: M 4pm - 5pm, W 7pm - 8pm, or by appointmentCourse DescriptionThis is the first course of a two-semester introductory sequence for stude",2/16/24 14:47,7,f647f1e056be48aac53124df0b3a334a10838ca7,FALSE,FALSE,https://www.coursehero.com/file/225517861/COP-3502C-UFO-Syllabus-Fall-2023pdf/,COP 3502C UFO Syllabus Fall 2023.pdf,0,,,,1.00001E+14,DukeDiscovery9372,18,0.16169289,3/5/24 10:00,
1480605,35273369,Programming Fundamentals 1,3502,COP,11254,104564,Staff,0,Staff,104564,552,,https://www.coursehero.com/sitemap/schools/552-University-of-Florida/courses/1480605-COP3502/,552,University of Florida,3,Spring,1,2024,35273369,225517592,"Practice Exam 1 - COP 3502C Fall 2023Introduction to Computer ScienceQ1. How can you comment single line and multiple lines in Python?Q2. What is the output of the following program?print(end=""'"")print(""We are halfway through the course, YAY"", end=""!",2/16/24 14:42,9,5adf4c575fa8a6afd7de7d8b53dc861c430f7eb5,TRUE,FALSE,https://www.coursehero.com/file/225517592/Practice-Exam-1-Fall-2023pdf/,Practice Exam 1 - Fall 2023.pdf,0,,,,1.00001E+14,DukeDiscovery9372,18,0.16169289,3/5/24 10:00,
1480605,35273369,Programming Fundamentals 1,3502,COP,11254,104564,Staff,0,Staff,104564,552,,https://www.coursehero.com/sitemap/schools/552-University-of-Florida/courses/1480605-COP3502/,552,University of Florida,3,Spring,1,2024,35273369,225517562,"PROGRAMMING FUNDAMENTALS 1Module 8: Class &amp; InheritanceOverviewClasses: Used to create and design objectsConstructor: Used to define and create an object_init_ is called, self is always the first parameter, then other argumentsex.class Dog:def _in",2/16/24 14:42,7,b0050ea9db31c7068f95ef96cb84e959fa783f49,TRUE,FALSE,https://www.coursehero.com/file/225517562/M08-COP3502-Kapoor-Studyguidedocx/,M08_COP3502_Kapoor_Studyguide.docx,0,,,,1.00001E+14,DukeDiscovery9372,18,0.16169289,3/5/24 10:00,
1480605,35273369,Programming Fundamentals 1,3502,COP,11254,104564,Staff,0,Staff,104564,552,,https://www.coursehero.com/sitemap/schools/552-University-of-Florida/courses/1480605-COP3502/,552,University of Florida,3,Spring,1,2024,35273369,225517557,"PROGRAMMING FUNDAMENTALS 1Module 11: RecursionOverviewRecursion: A method used to solve problems where a function calls itself and solves a smaller subproblem. Typically has one or more ""base cases"" that can be solved without calling itself, and thenr",2/16/24 14:41,5,a6cd1fc347e398a131b5db58716c095e55a556cd,TRUE,FALSE,https://www.coursehero.com/file/225517557/M11-study-guidepdf/,M11 study guide.pdf,0,,,,1.00001E+14,DukeDiscovery9372,18,0.16169289,3/5/24 10:00,
1480605,35273369,Programming Fundamentals 1,3502,COP,11254,104564,Staff,0,Staff,104564,552,,https://www.coursehero.com/sitemap/schools/552-University-of-Florida/courses/1480605-COP3502/,552,University of Florida,3,Spring,1,2024,35273369,224847236,PROGRAMMING FUNDAMENTALS 1Lab 4: FunctionsOverviewIn this lab students will build three functions. The first function will calculate the nth Fibonaccinumber. The second function will check whether a given number is prime. The third function will print,2/8/24 13:55,3,1efa3001677b1381902e7bfab44abbad1736ac77,FALSE,FALSE,https://www.coursehero.com/file/224847236/Lab-04-6pdf/,Lab_04-6.pdf,13,,,,1.00001E+14,AdmiralElement6580,26,0.16169289,3/5/24 10:00,
1480605,35273369,Programming Fundamentals 1,3502,COP,11254,104564,Staff,0,Staff,104564,552,,https://www.coursehero.com/sitemap/schools/552-University-of-Florida/courses/1480605-COP3502/,552,University of Florida,3,Spring,1,2024,35273369,224676499,"Programming Fundamentals ICOP 3502C UFOAcademic Term: Spring 2023Instructor:Lisha Zhoulzhou1@ufl.eduOffice Hours: W 7pm - 8pm, or by appointmentCourse DescriptionThis is the first course of a two-semester introductory sequence for students without",2/6/24 15:52,8,9f4ddd88e6265456ba27c421b19c7a6908aed213,FALSE,FALSE,https://www.coursehero.com/file/224676499/COP-3502C-UFO-Syllabus-Spring-2023pdf/,COP 3502C UFO Syllabus Spring 2023.pdf,0,,,,1.00001E+14,UltraSnow10279,28,0.16169289,3/5/24 10:00,
1480605,34686226,Programming Fundamentals 1,3502,COP,11254,104564,Staff,0,Staff,104564,552,,https://www.coursehero.com/sitemap/schools/552-University-of-Florida/courses/1480605-COP3502/,552,University of Florida,2,Winter,1,2024,34686226,223458650,"DEGREE REQUIREMENTS+BACHELOR OF SCIENCE IN COMPUTER SCIENCE (CSC) - CATALOG 2021 OR LATERDEPT OF COMPUTER AND INFORMATION SCIENCE AND ENGINEERINGCOLLEGE OF LIBERAL ARTS &amp; SCIENCES, UNIVERSITY OF FLORIDACSCGENERAL EDUCATION* (53 credits, 16 of which a",1/22/24 15:34,1,2bd67b00f933ea745bb3f48faa04f05c00355637,FALSE,FALSE,https://www.coursehero.com/file/223458650/CSCDegreeReqSheet-Jan2023pdf/,CSCDegreeReqSheet-Jan2023.pdf,0,,,,1.00001E+14,donguyenlananh29052005,43,0.16169289,3/5/24 10:00,
