course.canonical_course_id,course.course_id,course.course_name,course.course_num,course.dept_acro,course.dept_id,course.prof_id,course.prof_name,course.professor.dept_id,course.professor.name,course.professor.prof_id,course.professor.school_id,course.professor.teacher_id,course.resource_url,course.school_id,course.school_name,course.term,course.term_string,course.verified,course.year,course_id,db_filename,description,doc_date,document_pages.page_count,filehash,has_answers,is_featured,resource_url,title,total_views,type,type_ml,type_string,user_id,username,diff_date,avg_views,base_date,excerpt_notes
233606,4283833,Intro Sig Circ Sys,200,ECE,1468,6720,CeciliaTownsend,0,CeciliaTownsend,6720,1714,,https://www.coursehero.com/sitemap/schools/1714-North-Carolina-State-University/courses/233606-ECE200/,1714,North Carolina State University,3,Spring,0,2012,4283833,111075414,"Student Name:ECE 200 Laboratory 3Prelab Quiz1) (True/False) I am expected to have attempted each section of the lab manual and to comeprepared with questions, if need be, prior to meeting with my TA's?2) The oscilloscope displays the signal spectrum ",10/14/21 19:28,1,ee29ab28e3373a19e249d73f974012e8f67ed953,TRUE,FALSE,https://www.coursehero.com/file/111075414/Prelab-quiz-3-020521-1docx/,Prelab quiz 3 (020521) (1).docx,146,,Test,,1.00E+14,ChiefFrogMaster411,873,0.167239404,3/5/24 10:00,
233606,14741749,Intro Sig Circ Sys,200,ECE,1468,6720,CeciliaTownsend,0,CeciliaTownsend,6720,1714,,https://www.coursehero.com/sitemap/schools/1714-North-Carolina-State-University/courses/233606-ECE200/,1714,North Carolina State University,1,Fall,0,2020,14741749,99444362,ECE 200 - Lab 3 Data SummaryPeriodic Signals in Frequency DomainStudent Name:Lecture Section:Labib001Final Score:Lab Section: 201Section 3.1 - Power Spectrum of a Sinusoid1Oscilloscope image of sinusoid power spectrumPaste image below (around 2,7/4/21 15:23,15,b4a684786c33132b6134362ff93018bb00dc1882,TRUE,FALSE,https://www.coursehero.com/file/99444362/Lab-3-Data-Summary-010521-completeed-1pdf/,Lab 3 Data Summary (010521)_completeed (1).pdf,108,,Lab,,1.00E+14,lkasim,975,0.110769231,3/5/24 10:00,selected round 2
233606,14741749,Intro Sig Circ Sys,200,ECE,1468,6720,CeciliaTownsend,0,CeciliaTownsend,6720,1714,,https://www.coursehero.com/sitemap/schools/1714-North-Carolina-State-University/courses/233606-ECE200/,1714,North Carolina State University,1,Fall,0,2020,14741749,101371122,"ECE 200 - Lab 1 Data SummaryCircuits with Resistive ElementsStudent Name:Lecture Section:Final Score:Lab Section:Section 1.1 - Resistance Measurement1,2,Resistor color coding specifications vs. measured values3ResistoColorrCodingToleranTol",7/24/21 11:44,6,8a2cadbc51def5dc8c743a6f914561775b7f9b6c,TRUE,FALSE,https://www.coursehero.com/file/101371122/Lab-1-Data-Summary-010521docx/,Lab 1 Data Summary (010521).docx,91,,Lab,,1.00E+14,BaronComputer2882,955,0.095287958,3/5/24 10:00,
233606,14741749,Intro Sig Circ Sys,200,ECE,1468,6720,CeciliaTownsend,0,CeciliaTownsend,6720,1714,,https://www.coursehero.com/sitemap/schools/1714-North-Carolina-State-University/courses/233606-ECE200/,1714,North Carolina State University,1,Fall,0,2020,14741749,99444351,"ECE 200 - Lab 3 Data SummaryPeriodic Signals in Frequency DomainStudent Name:Lecture Section:Final Score:Lab Section:Section 3.1 - Power Spectrum of a Sinusoid1Oscilloscope image of sinusoid power spectrumPaste image below (around 2""4.5"")Freque",7/4/21 15:23,13,a1f25256c20f3b0915766adb8ae2cc093bb03374,FALSE,FALSE,https://www.coursehero.com/file/99444351/Lab-3-Data-Summary-010521pdf/,Lab 3 Data Summary (010521).pdf,83,,Lab,,1.00E+14,lkasim,975,0.085128205,3/5/24 10:00,
233606,4283833,Intro Sig Circ Sys,200,ECE,1468,6720,CeciliaTownsend,0,CeciliaTownsend,6720,1714,,https://www.coursehero.com/sitemap/schools/1714-North-Carolina-State-University/courses/233606-ECE200/,1714,North Carolina State University,3,Spring,0,2012,4283833,15949179,"ECE200 003Introduction to Signals, Circuits and SystemsNC State University Fall Semester 2016LECTURE TIME / LOCATION: TuTh 6-7:15 pm EB3 Rm 2207LABORATORY TIME / LOCATION: MTWThF (various times) in EB2 Rm 1026You must be simultaneously registered in ",9/8/16 13:49,7,d0a50b47f274ea9bcd0ca1d4d42b0c9593fd1f4c,FALSE,FALSE,https://www.coursehero.com/file/15949179/ECE-200-Syllabus/,ECE 200 Syllabus,203,notes,Syllabus,Notes,1.00E+14,chankizin,2735,0.074223035,3/5/24 10:00,
233606,344339,Intro Sig Circ Sys,200,ECE,1468,79790,Townsend,0,Townsend,79790,1714,,https://www.coursehero.com/sitemap/schools/1714-North-Carolina-State-University/courses/233606-ECE200/,1714,North Carolina State University,4,Summer,0,2008,344339,229209,"ECE200Homework#7 vout(V) 15 12 9 6 3Due: July 22-10-8-6-4-2246810vin(mV)1. Given the amplifier transfer characteristics curve above, a. Determine whether a single or dual power supply is being used. b. Determine the power ",9/3/08 21:18,3,005fce94e60b5f9419924a912e39a348efd0ea3c,TRUE,FALSE,https://www.coursehero.com/file/229209/HW7/,HW7,290,notes,Assignment,Notes,11834558,fares2008,5662,0.051218651,3/5/24 10:00,
233606,234025,INTRO TO CIRCUITS,200,ECE,1468,4353,mco,0,mco,4353,1714,,https://www.coursehero.com/sitemap/schools/1714-North-Carolina-State-University/courses/233606-ECE200/,1714,North Carolina State University,3,Spring,0,2008,234025,29852,Capacitors and RC Circuits Abstract: In this lab we performed experiments to observe how the RC time constant affects the charging and discharging of capacitors. We first set up an RC circuit and measured the time it took for a capacitor to charge wi,3/21/08 21:08,6,6efa59aeebaf2124ae2455c7fcccbe2ece90c0a5,FALSE,FALSE,https://www.coursehero.com/file/29852/LAB-2-Capacitors-and-RC-Circuits/,LAB 2 Capacitors and RC Circuits,295,notes,Lab,Notes,11831457,bkalyah,5828,0.050617708,3/5/24 10:00,
233606,10036243,Intro Sig Circ Sys,200,ECE,1468,6720,CeciliaTownsend,0,CeciliaTownsend,6720,1714,,https://www.coursehero.com/sitemap/schools/1714-North-Carolina-State-University/courses/233606-ECE200/,1714,North Carolina State University,3,Spring,0,2019,10036243,13248912,"Last	Name:	_	Name:	_	 1		ECE	200	-	Fall	2015	Instructor:	Mehmet	C.	Ozturk			1	2	3	4	5	6	7										10	10	10	10	10	10	10	Total	=	70		On my honor, I pledge that I have neither given nor received help on this assignment.Signat",1/31/16 15:00,5,37cace94662acdb74453176785c47f5b46b293cc,TRUE,FALSE,https://www.coursehero.com/file/13248912/exam-1A-solutions/,exam 1A - solutions,147,test_prep,Assignment,Test prep,1.00E+14,shirleym101,2956,0.049729364,3/5/24 10:00,
233606,11434231,Intro Sig Circ Sys,200,ECE,1468,6720,CeciliaTownsend,0,CeciliaTownsend,6720,1714,,https://www.coursehero.com/sitemap/schools/1714-North-Carolina-State-University/courses/233606-ECE200/,1714,North Carolina State University,1,Fall,0,2019,11434231,48568704,"Introduction to Signals, Circuits &amp; SystemsA Practical Introduction to Electrical EngineeringLaboratory Manual urk North Carolina State UniversityMehmet C. OztLatest Revision By: Adam J. Morgan - July 2018North Carolina State UniversityDepartment",10/15/19 19:27,93,cade1e9e281db806b821400dfae7ca24557d53be,TRUE,FALSE,https://www.coursehero.com/file/48568704/Lab-Manual2018pdf/,Lab_Manual2018.pdf,77,lab,Notes,Lab,1.00E+14,jtpetril,1603,0.048034934,3/5/24 10:00,
233606,4771791,,200,ECE,1468,142517,,0,,142517,1714,,https://www.coursehero.com/sitemap/schools/1714-North-Carolina-State-University/courses/233606-ECE200/,1714,North Carolina State University,3,Spring,0,2015,4771791,12693541,"StudentName:_LabSection:_ECE 200 Laboratory 2 Prelab(version 20130920)Print this page, bring to lab!Questionnaire(afterlisteningtothe2.1Prelablecture):1.Whennotusedproperly,anelectrolyticcapacitorcanexplodeormelt.Explainwhatoccursinsideitsstructure",11/17/15 6:05,1,a25eb63cb1d83dfc48b817743e5f18c3402c2dd8,TRUE,FALSE,https://www.coursehero.com/file/12693541/ECE-200-Lab-2-Prelab/,ECE 200 Lab 2 Prelab,138,lab,Lab,Lab,1.00E+14,jackchen1919,3031,0.045529528,3/5/24 10:00,
